Project;Version;Class;wmc;dit;noc;cbo;rfc;lcom;ca;ce;npm;lcom3;loc;dam;moa;mfa;cam;ic;cbm;amc;nr;ndc;nml;isOld;ndpv;ner;bugs
xalan;2.5.0;org.apache.xalan.xsltc.runtime.output.TransletOutputHandlerFactory;13;1;0;12;32;34;3;9;13;0.8263889;289;0.75;0;0.0;0.20192307;0;0;20.307692;3;1;202;1;0;-;0
xalan;2.5.0;org.apache.xpath.axes.ContextNodeList;12;1;0;1;12;66;1;0;12;2.0;12;0.0;0;0.0;0.44444445;0;0;0.0;1;1;2;1;0;-;1
xalan;2.5.0;org.apache.xpath.functions.FuncSubstringBefore;2;5;0;5;8;1;0;5;2;2.0;34;0.0;0;0.98245615;0.75;1;6;16.0;2;1;7;1;0;-;1
xalan;2.5.0;org.apache.xalan.processor.ProcessorStripSpace;2;5;0;8;14;1;1;7;1;2.0;50;0.0;0;0.995283;0.625;2;2;24.0;2;1;8;1;0;-;0
xalan;2.5.0;org.apache.xalan.lib.ExsltDatetime;45;1;0;3;83;990;0;3;37;1.0227273;1528;0.0;0;0.0;0.17222223;0;0;32.755554;8;1;433;1;3;-;2
xalan;2.5.0;org.apache.xml.dtm.ref.sax2dtm.SAX2DTM2$AttributeIterator;3;3;0;5;11;0;1;4;3;0.0;58;1.0;1;0.88235295;0.5555556;2;4;18.0;-;0;-;-;0;-;0
xalan;2.5.0;org.apache.xalan.xsltc.compiler.RelativeLocationPath;3;3;2;4;4;3;3;1;2;2.0;6;0.0;0;0.9726027;0.6666667;0;0;1.0;1;1;2;1;0;-;0
xalan;2.5.0;org.apache.xpath.Arg;15;1;0;3;21;0;1;2;15;0.62857145;158;1.0;2;0.0;0.31111112;0;0;9.2;1;1;2;1;0;-;1
xalan;2.5.0;org.apache.xml.dtm.ref.ChunkedIntArray;9;1;0;3;24;0;2;2;0;0.89285713;353;0.0;1;0.0;0.6296296;0;0;37.444443;3;1;15;1;0;-;0
xalan;2.5.0;org.apache.xml.dtm.ref.DTMDefaultBaseIterators$SingletonIterator;6;3;2;6;10;3;4;3;6;0.2;106;1.0;1;0.8333333;0.5416667;2;6;16.333334;-;0;-;-;0;-;0
xalan;2.5.0;org.apache.xalan.lib.ExsltSets;7;2;0;4;23;21;1;3;7;2.0;258;0.0;0;0.25;0.5;0;0;35.857143;5;1;206;1;0;-;1
xalan;2.5.0;org.apache.xpath.ExpressionOwner;2;1;0;55;2;1;54;1;2;2.0;2;0.0;0;0.0;0.75;0;0;0.0;1;1;56;1;0;-;0
xalan;2.5.0;org.apache.xalan.lib.ExsltBase;3;1;4;5;14;3;4;1;1;2.0;62;0.0;0;0.0;0.5;0;0;19.666666;4;1;126;0;0;-;0
xalan;2.5.0;org.apache.xml.utils.res.XResources_zh_TW;3;4;0;1;4;1;0;1;2;0.5;499;0.0;0;0.97619045;1.0;0;0;165.0;3;2;10;1;0;-;1
xalan;2.5.0;org.apache.xalan.xslt.EnvironmentCheck;22;1;0;1;78;219;1;0;5;0.9727891;2461;0.14285715;0;0.0;0.22751322;0;0;110.22727;6;2;55;1;0;-;1
xalan;2.5.0;org.apache.xalan.xsltc.compiler.ValueOf;5;3;0;20;33;0;1;20;4;0.41666666;237;1.0;1;0.93333334;0.33333334;2;6;45.8;3;1;131;1;0;-;0
xalan;2.5.0;org.apache.xalan.xsltc.dom.FilteredStepIterator;2;3;0;3;6;0;0;3;2;0.0;28;1.0;1;0.95238096;0.6666667;1;2;12.5;3;2;37;1;0;-;0
xalan;2.5.0;org.apache.xml.utils.res.XResources_es;3;4;0;1;4;1;0;1;2;0.5;314;0.0;0;0.97619045;1.0;0;0;103.333336;3;2;123;0;0;-;1
xalan;2.5.0;org.apache.xml.utils.res.XResources_de;3;4;0;1;4;1;0;1;2;0.5;314;0.0;0;0.97619045;1.0;0;0;103.333336;3;2;123;0;0;-;1
xalan;2.5.0;org.apache.xpath.operations.Mult;3;3;0;7;7;3;2;5;3;2.0;25;0.0;0;0.95348835;0.5555556;1;1;7.3333335;2;1;6;1;0;-;0
xalan;2.5.0;org.apache.xalan.templates.ElemText;6;3;0;4;11;9;3;1;6;0.6;49;1.0;0;0.97512436;0.44444445;2;6;7.0;2;1;12;1;0;-;1
xalan;2.5.0;org.apache.xalan.templates.ElemNumber$MyPrefixResolver;5;1;0;3;8;4;1;3;5;0.625;41;0.25;2;0.0;0.37142858;0;0;6.4;-;0;-;-;0;-;0
xalan;2.5.0;org.apache.xalan.xsltc.trax.TransformerFactoryImpl;34;3;0;14;143;369;5;13;24;0.9032634;1703;0.5769231;0;0.3846154;0.14285715;1;2;48.32353;16;5;959;1;2;-;5
xalan;2.5.0;org.apache.xalan.xsltc.compiler.util.ResultTreeType;22;2;0;40;59;185;9;33;21;0.52380955;728;1.0;0;0.6226415;0.1993007;2;4;32.045456;6;2;69;1;1;-;0
xalan;2.5.0;org.apache.xalan.processor.XSLTAttributeDef;43;1;0;14;93;783;4;10;1;0.96258503;1969;0.16666667;2;0.0;0.32804233;0;0;43.813953;5;2;27;1;1;-;2
xalan;2.5.0;org.apache.xml.dtm.ref.sax2dtm.SAX2DTM2$ChildrenIterator;3;3;0;5;11;0;1;4;3;0.0;64;1.0;1;0.88235295;0.5555556;2;4;20.0;-;0;-;-;0;-;0
xalan;2.5.0;org.apache.xpath.operations.NotEquals;2;3;0;4;4;1;1;3;2;2.0;13;0.0;0;0.97619045;0.75;1;1;5.5;2;1;4;1;0;-;0
xalan;2.5.0;org.apache.xalan.templates.ElemTextLiteral;11;3;0;9;20;29;6;4;11;0.825;114;1.0;0;0.9514563;0.3409091;2;5;9.0;3;1;16;1;0;-;1
xalan;2.5.0;org.apache.xml.dtm.DTMAxisTraverser;5;1;12;31;6;10;31;0;5;2.0;19;0.0;0;0.0;0.9;0;0;2.8;1;1;2;1;0;-;0
xalan;2.5.0;org.apache.xalan.serialize.SerializerFactory;2;1;0;4;5;1;0;4;1;2.0;15;0.0;0;0.0;0.5;0;0;6.5;4;2;205;1;0;-;0
xalan;2.5.0;org.apache.xalan.xsltc.trax.OutputSettings;2;1;0;0;4;1;0;0;2;1.0;47;1.0;0;0.0;1.0;0;0;18.0;2;1;8;1;0;-;0
xalan;2.5.0;org.apache.xalan.xsltc.compiler.TransletOutput;5;3;0;20;33;0;0;20;4;0.5;176;1.0;1;0.93333334;0.33333334;2;7;33.8;4;2;33;1;0;-;0
xalan;2.5.0;org.apache.xml.dtm.ref.sax2dtm.SAX2DTM2$TypedDescendantIterator;2;4;0;4;8;0;1;3;2;0.0;131;1.0;1;0.95;0.6666667;3;4;63.5;-;0;-;-;0;-;0
xalan;2.5.0;org.apache.xalan.serialize.DOMSerializer;0;1;0;5;0;0;4;1;0;2.0;0;0.0;0;0.0;0.0;0;0;0.0;3;2;68;1;0;-;0
xalan;2.5.0;org.apache.xpath.compiler.Keywords;3;1;0;4;9;1;4;0;2;1.4568965;583;0.8965517;0;0.0;0.5;0;0;174.0;1;1;2;1;0;-;1
xalan;2.5.0;org.apache.xalan.xsltc.compiler.Parser;76;1;0;97;204;2562;87;23;59;0.93377775;3281;1.0;9;0.0;0.09342105;0;0;41.776318;7;4;73;1;1;-;1
xalan;2.5.0;org.apache.xml.utils.Hashtree2Node;2;1;0;1;23;1;1;0;2;2.0;145;0.0;0;0.0;0.5;0;0;71.5;2;1;3;1;0;-;2
xalan;2.5.0;org.apache.xalan.xsltc.trax.TransformerHandlerImpl;29;1;0;14;73;116;2;12;29;0.85714287;462;1.0;3;0.0;0.23706897;0;0;14.5172415;3;1;122;1;0;-;0
xalan;2.5.0;org.apache.xalan.xsltc.dom.XSLTCDTMManager;6;3;0;20;37;15;10;11;5;1.1333333;273;1.0;0;0.8974359;0.56;1;4;44.0;1;1;348;0;0;-;0
xalan;2.5.0;org.apache.xalan.xsltc.compiler.Pattern;4;3;2;17;5;6;11;6;4;2.0;7;0.0;0;0.9594595;0.4375;2;4;0.75;2;1;7;1;0;-;0
xalan;2.5.0;org.apache.xml.dtm.ref.DTMDefaultBaseIterators$RootIterator;3;3;2;5;7;0;3;3;3;0.5;44;1.0;1;0.88235295;0.5555556;2;4;13.333333;-;0;-;-;0;-;0
xalan;2.5.0;org.apache.xml.dtm.ref.ExpandedNameTable$HashEntry;1;1;0;2;2;0;1;1;0;2.0;20;0.0;2;0.0;1.0;0;0;15.0;-;0;-;-;0;-;0
xalan;2.5.0;org.apache.xml.serializer.SerializerTraceWriter;8;2;0;2;17;0;1;1;6;0.17142858;514;1.0;1;0.65;0.3125;1;2;62.625;1;1;355;0;0;-;0
xalan;2.5.0;org.apache.xalan.templates.ElemLiteralResult;32;4;2;17;84;354;6;12;28;0.8817204;656;1.0;2;0.8669528;0.18055555;3;19;19.21875;3;1;34;1;0;-;3
xalan;2.5.0;org.apache.xalan.xsltc.trax.XSLTCSource;9;1;0;9;34;0;1;8;8;0.45833334;206;1.0;1;0.0;0.41666666;0;0;21.555555;3;1;80;1;0;-;1
xalan;2.5.0;org.apache.xpath.objects.XNumber;13;3;0;42;36;22;38;5;12;0.41666666;330;0.0;0;0.86585367;0.1826923;2;22;24.307692;4;3;14;1;2;-;1
xalan;2.5.0;org.apache.xalan.xsltc.compiler.AbsoluteLocationPath;7;3;0;19;28;0;1;18;7;0.0;143;1.0;1;0.93421054;0.2857143;2;7;19.285715;2;1;13;1;0;-;0
xalan;2.5.0;org.apache.xalan.transformer.TrAXFilter;8;2;0;3;36;0;1;2;7;0.5;203;1.0;1;0.8292683;0.25;1;6;24.125;4;2;91;1;0;-;1
xalan;2.5.0;org.apache.xalan.templates.RedundentExprEliminator;38;3;0;27;128;607;1;27;6;0.9;1849;0.0;2;0.35714287;0.19459459;0;0;47.394737;2;1;3;1;0;-;0
xalan;2.5.0;org.apache.xalan.xsltc.NodeIterator;10;1;0;1;10;45;1;0;10;1.1111112;11;0.0;0;0.0;0.4;0;0;0.0;2;1;6;1;0;-;0
xalan;2.5.0;org.apache.xml.dtm.ref.DTMDefaultBaseIterators$ChildrenIterator;3;3;0;3;11;0;1;3;3;0.0;64;1.0;1;0.88235295;0.5555556;2;4;20.0;-;0;-;-;0;-;0
xalan;2.5.0;org.apache.xml.dtm.ref.sax2dtm.SAX2DTM2$PrecedingIterator;8;3;1;8;20;0;2;6;8;0.76785713;242;1.0;1;0.6818182;0.41666666;2;7;28.25;-;0;-;-;0;-;0
xalan;2.5.0;org.apache.xml.utils.NameSpace;1;1;0;1;2;0;1;0;1;2.0;16;0.0;1;0.0;1.0;0;0;12.0;1;1;2;1;0;-;1
xalan;2.5.0;org.apache.xalan.xsltc.compiler.FilteredAbsoluteLocationPath;7;3;0;18;28;0;0;18;7;0.0;143;1.0;1;0.93421054;0.2857143;2;7;19.285715;2;1;13;1;0;-;0
xalan;2.5.0;org.apache.xpath.XPath;17;1;0;62;64;78;47;15;17;0.96875;462;0.2;1;0.0;0.21960784;0;0;25.588236;4;3;29;1;0;-;1
xalan;2.5.0;org.apache.xml.serializer.SerializerTrace;6;1;0;4;6;15;4;0;6;1.2;18;0.0;0;0.0;0.53333336;0;0;0.0;1;1;187;0;0;-;0
xalan;2.5.0;org.apache.xalan.transformer.NodeSorter$NodeCompareElem;1;1;0;8;14;0;1;8;0;2.0;146;0.2;1;0.0;1.0;0;0;140.0;-;0;-;-;0;-;0
xalan;2.5.0;org.apache.xalan.templates.ElemUse;7;3;4;9;16;0;4;6;6;0.16666667;119;1.0;1;0.97029704;0.42857143;0;0;15.857142;2;1;10;1;0;-;2
xalan;2.5.0;org.apache.xalan.templates.FuncDocument;8;5;0;16;67;28;1;15;6;2.0;551;0.0;0;0.8888889;0.475;3;8;67.875;4;3;68;1;1;-;2
xalan;2.5.0;org.apache.xalan.xsltc.dom.SortingIterator;11;2;0;5;26;0;0;5;8;0.6666667;272;1.0;3;0.5652174;0.3090909;1;7;23.181818;2;1;18;1;0;-;0
xalan;2.5.0;org.apache.xalan.xsltc.compiler.util.AttributeSetMethodGenerator;8;5;0;11;15;14;1;10;7;0.83928573;100;1.0;0;0.9583333;0.47619048;1;2;10.5;2;1;12;1;0;-;1
xalan;2.5.0;org.apache.xml.dtm.ref.sax2dtm.SAX2DTM2$TypedPrecedingSiblingIterator;3;4;0;3;10;0;1;2;3;0.0;155;1.0;1;0.9;0.5555556;3;7;50.0;-;0;-;-;0;-;0
xalan;2.5.0;org.apache.xalan.templates.XSLTVisitor;9;2;1;20;10;36;19;6;1;2.0;28;0.0;0;0.6;0.3148148;0;0;2.1111112;2;1;3;1;0;-;0
xalan;2.5.0;org.apache.xalan.xsltc.compiler.FlowList;7;1;0;29;17;0;26;3;7;0.0;155;1.0;0;0.0;0.4642857;0;0;21.0;2;1;9;1;0;-;0
xalan;2.5.0;org.apache.xml.dtm.ref.DTMDefaultBaseTraversers$DescendantOrSelfTraverser;4;4;1;4;5;6;2;3;1;0.6666667;21;1.0;1;0.8888889;0.5625;1;1;4.0;-;0;-;-;0;-;0
xalan;2.5.0;org.apache.xpath.functions.FuncUnparsedEntityURI;2;4;0;6;10;1;0;6;2;2.0;30;0.0;0;0.97959185;0.75;1;6;14.0;2;1;11;1;0;-;1
xalan;2.5.0;org.apache.xml.utils.ObjectPool;7;1;0;4;20;0;2;2;7;0.16666667;119;1.0;0;0.0;0.34285715;0;0;15.714286;3;1;10;1;0;-;1
xalan;2.5.0;org.apache.xalan.xsltc.compiler.Number;15;3;0;52;104;23;1;52;9;0.79831934;1308;1.0;8;0.8115942;0.21428572;2;3;85.066666;2;1;33;1;0;-;1
xalan;2.5.0;org.apache.xpath.functions.FuncContains;2;5;0;5;7;1;0;5;2;2.0;36;0.0;0;0.98245615;0.75;1;6;17.0;2;1;9;1;0;-;1
xalan;2.5.0;org.apache.xalan.processor.ProcessorExsltFunction;6;5;0;26;27;15;1;25;4;2.0;226;0.0;0;0.9770642;0.53333336;2;4;36.666668;4;1;74;1;2;-;2
xalan;2.5.0;org.apache.xml.dtm.ref.sax2dtm.SAX2DTM2$DescendantIterator;5;3;1;7;15;0;2;5;4;0.0;179;1.0;1;0.7894737;0.53333336;2;6;34.6;-;0;-;-;0;-;0
xalan;2.5.0;org.apache.xml.dtm.ref.sax2dtm.SAX2DTM2$ParentIterator;4;3;0;5;13;0;1;4;4;0.33333334;116;1.0;1;0.8333333;0.5833333;2;4;27.5;-;0;-;-;0;-;0
xalan;2.5.0;org.apache.xml.utils.XMLString;37;1;0;47;37;666;47;0;37;2.0;37;0.0;0;0.0;0.1918919;1;1;0.0;1;1;2;1;0;-;0
xalan;2.5.0;org.apache.xalan.templates.ElemExtensionScript;6;3;0;2;7;3;1;1;6;0.6;33;1.0;0;0.97512436;0.6666667;1;2;4.1666665;1;1;2;1;0;-;1
xalan;2.5.0;org.apache.xalan.xsltc.compiler.GenerateIdCall;2;4;0;10;12;1;0;10;2;2.0;39;0.0;0;0.9896907;0.6;2;4;18.5;4;2;14;1;1;-;0
xalan;2.5.0;org.apache.xml.dtm.ref.DTMDefaultBaseIterators$AttributeIterator;3;3;0;3;11;0;1;3;3;0.0;58;1.0;1;0.88235295;0.5555556;2;4;18.0;-;0;-;-;0;-;0
xalan;2.5.0;org.apache.xml.utils.DOMBuilder;30;1;0;4;64;223;2;2;28;0.63448274;460;0.6;0;0.0;0.2;0;0;14.166667;3;1;33;1;0;-;3
xalan;2.5.0;org.apache.xml.utils.synthetic.reflection.Member;4;1;0;6;4;6;4;2;4;2.0;4;0.0;0;0.0;0.5;0;0;0.0;1;1;2;1;0;-;1
xalan;2.5.0;org.apache.xpath.compiler.OpMapVector;4;1;0;2;6;0;2;0;4;0.41666666;87;1.0;0;0.0;1.0;0;0;19.75;4;2;160;0;0;-;1
xalan;2.5.0;org.apache.xalan.templates.RedundentExprEliminator$MultistepExprHolder;6;1;0;2;15;0;1;2;1;0.6;183;0.25;3;0.0;0.43333334;0;0;28.833334;-;0;-;-;0;-;0
xalan;2.5.0;org.apache.xml.dtm.ref.CoroutineManager;6;1;0;4;17;0;3;1;6;0.7;183;0.0;0;0.0;0.7222222;0;0;28.5;3;1;15;1;0;-;1
xalan;2.5.0;org.apache.xpath.NodeSetDTM;56;2;2;25;84;714;18;7;56;0.73939395;839;0.8333333;1;0.36363637;0.16071428;1;4;13.875;3;2;22;1;0;-;1
xalan;2.5.0;org.apache.xml.serializer.Method;1;1;0;0;2;0;0;0;1;2.0;9;0.0;0;0.0;1.0;0;0;3.0;1;1;100;0;0;-;0
xalan;2.5.0;org.apache.xalan.xsltc.compiler.WithParam;6;3;0;21;39;0;0;21;5;0.4;201;1.0;2;0.91803277;0.3611111;1;7;32.166668;2;1;15;1;0;-;2
xalan;2.5.0;org.apache.xalan.templates.TemplateList$TemplateWalker;3;1;0;4;16;1;1;4;1;0.0;121;1.0;2;0.0;0.6666667;0;0;37.666668;-;0;-;-;0;-;0
xalan;2.5.0;org.apache.xalan.processor.XSLTSchema;6;2;0;27;47;3;5;25;2;0.7875;2717;0.03125;0;0.8484849;0.44444445;1;1;446.5;4;1;102;1;2;-;1
xalan;2.5.0;org.apache.xml.serializer.Serializer;9;1;0;11;9;36;10;1;9;2.0;9;0.0;0;0.0;0.33333334;0;0;0.0;1;1;164;0;0;-;0
xalan;2.5.0;org.apache.xml.res.XMLMessages;8;1;1;33;22;18;33;0;6;0.82857144;183;1.0;0;0.0;0.31428573;0;0;21.25;3;1;261;0;0;-;1
xalan;2.5.0;org.apache.xpath.axes.FilterExprIterator;14;6;0;11;32;0;1;11;11;0.7307692;163;1.0;2;0.9142857;0.23469388;4;8;10.357142;2;1;58;1;0;-;0
xalan;2.5.0;org.apache.xml.dtm.ref.DTMDefaultBaseIterators$TypedFollowingSiblingIterator;2;4;0;3;8;0;1;3;2;0.0;89;1.0;1;0.9444444;0.6666667;3;4;42.5;-;0;-;-;0;-;0
xalan;2.5.0;org.apache.xml.dtm.ref.DTMDefaultBaseTraversers$PrecedingSiblingTraverser;4;2;0;3;7;0;1;3;2;0.0;38;1.0;1;0.6666667;0.5625;1;1;8.25;-;0;-;-;0;-;0
xalan;2.5.0;org.apache.xalan.res.XSLTErrorResources_en;1;4;0;1;2;0;0;1;1;2.0;4;0.0;0;1.0;1.0;0;0;3.0;2;2;69;0;0;-;1
xalan;2.5.0;org.apache.xalan.xsltc.compiler.FunctionCall;28;3;23;60;138;124;24;36;15;0.9313725;2406;0.88235295;4;0.7395833;0.12820514;3;10;83.71429;7;2;876;1;3;-;1
xalan;2.5.0;org.apache.xalan.xsltc.compiler.SymbolTable;25;1;0;91;48;214;89;9;24;0.89166665;494;1.0;1;0.0;0.18545455;0;0;18.36;2;1;7;1;0;-;0
xalan;2.5.0;org.apache.xml.dtm.ref.DTMDefaultBaseIterators$AncestorIterator;9;3;1;7;23;4;2;6;9;0.725;200;0.2;2;0.65217394;0.4074074;2;7;20.666666;-;0;-;-;0;-;0
xalan;2.5.0;org.apache.xml.dtm.ref.DTMDefaultBaseIterators$FollowingSiblingIterator;3;3;1;4;10;0;2;3;3;0.0;55;1.0;1;0.88235295;0.5555556;2;4;17.0;-;0;-;-;0;-;0
xalan;2.5.0;org.apache.xalan.xsltc.compiler.Mode;31;1;0;41;146;327;4;39;12;0.85396826;3077;1.0;7;0.0;0.16330644;0;0;97.58064;5;2;386;1;0;-;0
xalan;2.5.0;org.apache.xalan.xsltc.compiler.Predicate;21;3;0;61;108;68;4;60;20;0.765;1079;1.0;4;0.7802198;0.21088435;2;8;49.904762;3;1;68;1;0;-;4
xalan;2.5.0;org.apache.xalan.res.XSLTErrorResources_de;3;4;0;1;4;1;0;1;2;1.4230769;3769;0.0;0;0.97619045;1.0;0;0;1251.0;5;2;2654;0;0;-;0
xalan;2.5.0;org.apache.xalan.templates.AVTPartSimple;5;2;0;6;7;4;1;5;5;0.5;22;1.0;0;0.5555556;0.325;0;0;3.2;2;1;6;1;0;-;1
xalan;2.5.0;org.apache.xalan.templates.XSLTVisitable;1;1;0;4;1;0;3;1;1;2.0;1;0.0;0;0.0;1.0;0;0;0.0;1;1;56;1;0;-;0
xalan;2.5.0;org.apache.xml.utils.StringVector;11;1;0;8;15;0;8;0;11;0.425;234;1.0;0;0.0;0.5151515;0;0;19.90909;1;1;2;1;0;-;1
xalan;2.5.0;org.apache.xalan.transformer.Counter;3;1;0;5;8;0;1;4;0;0.8333333;84;0.0;2;0.0;0.46666667;0;0;25.0;2;1;14;1;0;-;1
xalan;2.5.0;org.apache.xalan.lib.PipeDocument;3;1;0;10;46;3;0;10;3;2.0;257;0.0;0;0.0;0.46666667;0;0;84.666664;4;1;93;1;0;-;1
xalan;2.5.0;org.apache.xpath.operations.And;3;3;0;6;7;1;1;5;3;2.0;42;0.0;0;0.95348835;0.8333333;1;6;13.0;2;1;8;1;0;-;0
xalan;2.5.0;org.apache.xalan.processor.ProcessorImport;3;5;0;2;4;3;1;1;0;2.0;10;0.0;0;0.9909502;1.0;1;1;2.3333333;3;2;23;1;0;-;0
xalan;2.5.0;org.apache.xalan.xsltc.runtime.ErrorMessages;3;3;0;0;4;1;0;0;2;0.5;234;1.0;0;0.974359;1.0;0;0;76.666664;5;2;438;1;1;-;2
xalan;2.5.0;org.apache.xalan.xsltc.runtime.Constants;0;1;0;1;0;0;1;0;0;2.0;14;0.0;0;0.0;0.0;0;0;0.0;2;1;14;1;0;-;0
xalan;2.5.0;org.apache.xml.dtm.ref.DTMDefaultBaseIterators$TypedPrecedingIterator;2;4;0;3;7;0;1;3;2;0.0;121;1.0;1;0.95652175;0.6666667;3;4;58.5;-;0;-;-;0;-;0
xalan;2.5.0;org.apache.xalan.xsltc.cmdline.getopt.GetOpt;5;1;0;6;36;0;3;5;5;0.65;330;1.0;2;0.0;0.46666667;0;0;64.0;3;2;21;1;0;-;0
xalan;2.5.0;org.apache.xml.utils.synthetic.reflection.Method;6;2;0;5;16;13;3;4;6;2.0;58;0.0;0;0.8636364;0.3888889;2;3;8.666667;2;1;4;1;0;-;1
xalan;2.5.0;org.apache.xml.serializer.ExtendedLexicalHandler;1;1;0;1;1;0;1;0;1;2.0;1;0.0;0;0.0;1.0;0;0;0.0;1;1;73;0;0;-;0
xalan;2.5.0;org.apache.xalan.xsltc.CollatorFactory;2;1;0;2;2;1;2;0;2;2.0;2;0.0;0;0.0;0.6666667;0;0;0.0;2;2;75;0;0;-;0
xalan;2.5.0;org.apache.xml.dtm.ref.DTMDefaultBaseTraversers$PrecedingAndAncestorTraverser;4;2;0;4;9;0;1;4;2;0.0;83;1.0;1;0.6666667;0.5625;1;1;19.5;-;0;-;-;0;-;0
xalan;2.5.0;org.apache.xalan.processor.ProcessorLRE;4;5;0;17;77;6;1;17;3;2.0;472;0.0;0;0.9861111;0.5;4;6;117.0;3;1;29;1;1;-;1
xalan;2.5.0;org.apache.xalan.xsltc.compiler.AncestorPattern;10;6;0;30;48;1;2;28;10;0.5185185;302;1.0;2;0.92523366;0.24285714;4;5;28.9;3;1;22;1;0;-;0
xalan;2.5.0;org.apache.xml.dtm.FactoryFinder$ConfigurationError;2;3;0;2;3;0;2;0;0;0.0;13;1.0;0;0.9444444;0.6666667;0;0;5.0;-;0;-;-;0;-;0
xalan;2.5.0;org.apache.xml.dtm.ref.DTMDefaultBaseTraversers$FollowingSiblingTraverser;4;2;0;3;7;0;1;3;2;0.0;38;1.0;1;0.6666667;0.5625;1;1;8.25;-;0;-;-;0;-;0
xalan;2.5.0;org.apache.xml.utils.UnImplNode;107;1;1;2;117;5671;1;1;107;2.0;648;0.0;0;0.0;0.19106957;0;0;5.0560746;4;2;190;1;0;-;1
xalan;2.5.0;org.apache.xml.utils.CharKey;5;1;0;1;6;0;1;0;5;0.25;32;1.0;0;0.0;0.53333336;1;1;5.2;1;1;56;1;0;-;1
xalan;2.5.0;org.apache.xml.utils.res.XResources_hy;3;4;0;1;4;1;0;1;2;0.5;614;0.0;0;0.97619045;1.0;0;0;203.33333;2;1;6;1;0;-;1
