Project;Version;Class;wmc;dit;noc;cbo;rfc;lcom;ca;ce;npm;lcom3;loc;dam;moa;mfa;cam;ic;cbm;amc;nr;ndc;nml;isOld;ndpv;ner;bugs
xerces;1.2.0;org.apache.wml.WMLRefreshElement;0;1;0;2;0;0;1;1;0;2.0;0;0.0;0;0.0;0.0;0;0;0.0;1;1;70;0;0;-;0
xerces;1.2.0;org.apache.html.dom.HTMLBaseFontElementImpl;7;4;0;2;11;21;0;2;7;2.0;43;0.0;0;0.94;0.5714286;0;0;5.142857;2;2;123;0;0;-;0
xerces;1.2.0;org.apache.wml.WMLNoopElement;0;1;0;2;0;0;1;1;0;2.0;0;0.0;0;0.0;0.0;0;0;0.0;1;1;69;0;0;-;0
xerces;1.2.0;org.apache.wml.WMLPrevElement;0;1;0;2;0;0;1;1;0;2.0;0;0.0;0;0.0;0.0;0;0;0.0;1;1;70;0;0;-;0
xerces;1.2.0;org.apache.xerces.framework.Version;3;1;0;0;5;1;0;0;2;0.5;14;0.0;0;0.0;0.5;0;0;3.3333333;10;6;28;1;5;-;4
xerces;1.2.0;org.apache.xerces.utils.Base64;7;1;0;1;9;13;1;0;6;1.0833334;720;1.0;0;0.0;0.25;0;0;100.14286;4;1;317;0;0;-;0
xerces;1.2.0;org.apache.wml.dom.WMLDOMImplementationImpl;4;2;0;4;8;4;0;4;3;0.6666667;31;0.0;1;0.6666667;0.44444445;0;0;6.5;1;1;89;0;0;-;0
xerces;1.2.0;org.apache.xerces.dom.DeferredDocumentImpl$IntVector;6;1;0;1;8;3;1;0;4;0.6;74;1.0;0;0.0;0.75;0;0;11.0;-;0;-;-;0;-;0
xerces;1.2.0;org.w3c.dom.events.EventException;1;4;0;0;2;0;0;0;1;2.0;10;0.0;0;1.0;1.0;0;0;7.0;2;2;34;0;0;-;2
xerces;1.2.0;org.apache.xerces.dom.DeferredEntityReferenceImpl;5;3;0;4;22;0;1;4;1;0.75;118;0.5;0;0.92156863;0.46666667;2;8;22.2;7;1;71;1;0;-;0
xerces;1.2.0;org.apache.xerces.validators.common.CMStateSet;10;1;0;7;16;0;6;1;1;0.06666667;471;0.0;0;0.0;0.56666666;0;0;45.6;1;1;312;0;0;-;0
xerces;1.2.0;org.apache.xml.serialize.Method;1;1;0;0;2;0;0;0;1;2.0;9;0.0;0;0.0;1.0;0;0;3.0;2;1;103;0;0;-;0
xerces;1.2.0;org.xml.sax.ErrorHandler;3;1;0;0;3;3;0;0;3;2.0;3;0.0;0;0.0;1.0;0;0;0.0;3;3;247;1;2;-;0
xerces;1.2.0;org.xml.sax.Parser;7;1;0;0;7;21;0;0;7;2.0;7;0.0;0;0.0;0.25;0;0;0.0;3;3;375;1;2;-;0
xerces;1.2.0;org.w3c.dom.Notation;2;1;0;0;2;1;0;0;2;2.0;2;0.0;0;0.0;1.0;0;0;0.0;2;2;69;1;2;-;2
xerces;1.2.0;org.apache.xerces.validators.datatype.DecimalDatatypeValidator;13;2;0;7;52;58;1;6;8;0.76984125;1337;1.0;3;0.26666668;0.2;0;0;100.23077;12;1;861;0;0;-;1
xerces;1.2.0;org.apache.html.dom.HTMLDivElementImpl;3;4;0;2;7;3;0;2;3;2.0;19;0.0;0;0.9791667;0.6666667;0;0;5.3333335;2;2;99;0;0;-;0
xerces;1.2.0;org.apache.xerces.utils.CharDataChunk;20;1;0;10;38;62;5;5;13;0.708134;601;0.6363636;4;0.0;0.23308271;0;0;28.5;3;2;35;1;0;-;0
xerces;1.2.0;org.apache.wml.WMLIElement;2;1;0;2;2;1;1;1;2;2.0;2;0.0;0;0.0;0.75;0;0;0.0;1;1;80;0;0;-;0
xerces;1.2.0;org.apache.wml.dom.WMLHeadElementImpl;5;4;0;3;8;10;0;3;5;2.0;28;0.0;0;0.95348835;0.6;1;4;4.6;1;1;88;0;0;-;0
xerces;1.2.0;org.w3c.dom.NamedNodeMap;8;1;0;0;8;28;0;0;8;2.0;8;0.0;0;0.0;0.46875;0;0;0.0;2;2;409;1;2;-;2
xerces;1.2.0;org.apache.xerces.validators.common.XMLValidator$AttributeValidator;1;1;0;5;1;0;4;1;1;2.0;1;0.0;0;0.0;1.0;0;0;0.0;-;0;-;-;0;-;0
xerces;1.2.0;org.w3c.dom.html.HTMLDivElement;2;1;0;0;2;1;0;0;2;2.0;2;0.0;0;0.0;0.75;0;0;0.0;2;2;48;0;0;-;0
xerces;1.2.0;org.apache.wml.dom.WMLTemplateElementImpl;11;4;0;3;14;55;0;3;11;2.0;61;0.0;0;0.8913044;0.54545456;1;4;4.5454545;1;1;112;0;0;-;0
xerces;1.2.0;org.w3c.dom.events.EventListener;1;1;0;0;1;0;0;0;1;2.0;1;0.0;0;0.0;1.0;0;0;0.0;2;2;41;0;0;-;2
xerces;1.2.0;org.apache.wml.dom.WMLAccessElementImpl;9;4;0;3;12;36;0;3;9;2.0;50;0.0;0;0.9111111;0.5555556;1;4;4.5555553;1;1;104;0;0;-;0
xerces;1.2.0;org.apache.xerces.dom.DeferredDocumentTypeImpl;4;3;0;7;28;0;1;7;1;0.6666667;176;0.5;0;0.94736844;0.5;2;5;42.5;8;3;87;1;1;-;0
xerces;1.2.0;org.apache.xml.serialize.Serializer;6;1;0;5;6;15;3;2;6;2.0;6;0.0;0;0.0;0.375;0;0;0.0;8;2;526;0;0;-;0
xerces;1.2.0;org.apache.xerces.domx.XGrammarWriter$OutputFormat;6;1;0;1;8;1;1;0;4;0.6;63;0.33333334;2;0.0;0.46666667;1;1;9.0;-;0;-;-;0;-;0
xerces;1.2.0;org.apache.xerces.dom.EntityReferenceImpl;10;4;1;6;29;43;3;4;9;0.9444444;115;0.5;0;0.8902439;0.325;1;6;10.3;8;2;166;1;0;-;0
xerces;1.2.0;org.xml.sax.EntityResolver;1;1;0;0;1;0;0;0;1;2.0;1;0.0;0;0.0;1.0;0;0;0.0;3;3;213;1;2;-;0
xerces;1.2.0;org.w3c.dom.html.HTMLTableElement;34;1;0;0;34;561;0;0;34;2.0;34;0.0;0;0.0;0.28235295;0;0;0.0;2;2;447;0;0;-;0
xerces;1.2.0;org.apache.xerces.readers.XCatalog$Parser;10;3;0;4;32;41;2;4;9;0.8333333;242;1.0;1;0.95108694;0.275;1;5;23.0;-;0;-;-;0;-;0
xerces;1.2.0;org.apache.html.dom.HTMLUListElementImpl;5;4;0;2;10;10;0;2;5;2.0;28;0.0;0;0.9591837;0.45;0;0;4.6;2;2;111;0;0;-;0
xerces;1.2.0;org.apache.wml.WMLStrongElement;2;1;0;2;2;1;1;1;2;2.0;2;0.0;0;0.0;0.75;0;0;0.0;1;1;80;0;0;-;0
xerces;1.2.0;org.apache.html.dom.HTMLBRElementImpl;3;4;0;2;7;3;0;2;3;2.0;19;0.0;0;0.9791667;0.6666667;0;0;5.3333335;2;2;99;0;0;-;0
xerces;1.2.0;org.apache.xerces.utils.XMLMessages;5;1;0;2;14;0;1;1;4;1.243808;1114;0.009287925;0;0.0;0.5;0;0;157.2;2;2;6;1;0;-;0
xerces;1.2.0;org.apache.xerces.readers.UTF8CharReader;9;3;0;5;16;0;0;5;0;0.57954544;1583;1.0;0;0.82608694;0.36666667;1;3;173.66667;0;0;-;1;0;-;0
xerces;1.2.0;org.apache.xml.serialize.Encodings$EncodingInfo;1;1;0;1;2;0;1;0;0;2.0;16;0.0;0;0.0;1.0;0;0;12.0;-;0;-;-;0;-;0
xerces;1.2.0;org.xml.sax.ext.LexicalHandler;7;1;0;0;7;21;0;0;7;2.0;7;0.0;0;0.0;0.42857143;0;0;0.0;2;2;169;0;0;-;1
xerces;1.2.0;org.apache.xerces.validators.common.XMLValidator$3;4;1;0;2;5;6;1;2;3;1.0;18;1.0;1;0.0;0.5;0;0;3.25;-;0;-;-;0;-;0
xerces;1.2.0;org.xml.sax.SAXNotRecognizedException;1;4;0;0;2;0;0;0;1;2.0;5;0.0;0;1.0;1.0;0;0;4.0;3;3;32;1;2;-;0
xerces;1.2.0;org.w3c.dom.html.HTMLAppletElement;22;1;0;0;22;231;0;0;22;2.0;22;0.0;0;0.0;0.75;0;0;0.0;2;2;251;0;0;-;0
xerces;1.2.0;org.apache.wml.dom.WMLPElementImpl;11;4;0;3;14;55;0;3;11;2.0;61;0.0;0;0.8913044;0.54545456;1;6;4.5454545;1;1;112;0;0;-;0
xerces;1.2.0;org.apache.xerces.validators.datatype.TimeDurationDatatypeValidator;18;2;0;7;58;141;1;6;10;0.84775084;1937;1.0;2;0.2;0.18981482;0;0;105.666664;5;1;748;0;0;-;0
xerces;1.2.0;org.w3c.dom.DocumentFragment;0;1;0;0;0;0;0;0;0;2.0;0;0.0;0;0.0;0.0;0;0;0.0;2;2;57;1;2;-;2
xerces;1.2.0;org.apache.wml.dom.WMLNoopElementImpl;5;4;0;3;8;10;0;3;5;2.0;28;0.0;0;0.95348835;0.6;1;4;4.6;1;1;87;0;0;-;0
xerces;1.2.0;org.apache.xerces.validators.datatype.InvalidDatatypeFacetException;8;4;0;17;12;0;16;1;8;0.2857143;64;1.0;0;0.8181818;0.4375;0;0;6.75;3;1;100;0;0;-;0
xerces;1.2.0;org.apache.xerces.dom.events.MutationEventImpl;6;2;0;7;8;0;6;1;6;0.9818182;62;0.0;1;0.64285713;0.375;0;0;7.5;1;1;3;1;1;-;2
xerces;1.2.0;org.apache.html.dom.HTMLSelectElementImpl;22;4;0;5;39;231;0;5;22;0.95238096;179;1.0;1;0.8173913;0.25;1;1;7.090909;2;2;251;0;0;-;0
xerces;1.2.0;org.apache.wml.dom.WMLCardElementImpl;19;4;0;3;24;171;0;3;19;2.0;107;0.0;0;0.82;0.39473686;1;6;4.631579;1;1;144;0;0;-;0
xerces;1.2.0;org.xml.sax.helpers.XMLReaderAdapter;22;1;0;0;43;127;0;0;20;0.6984127;161;0.0;3;0.0;0.15034965;0;0;6.181818;3;3;592;0;0;-;0
xerces;1.2.0;org.apache.wml.WMLBrElement;2;1;0;2;2;1;1;1;2;2.0;2;0.0;0;0.0;0.75;0;0;0.0;1;1;79;0;0;-;0
xerces;1.2.0;org.apache.html.dom.HTMLOptionElementImpl;15;4;0;3;38;105;1;2;15;2.0;195;0.0;0;0.8703704;0.32;1;1;12.0;2;2;245;0;0;-;0
xerces;1.2.0;org.apache.wml.WMLFieldsetElement;4;1;0;2;4;6;1;1;4;2.0;4;0.0;0;0.0;0.75;0;0;0.0;1;1;86;0;0;-;0
xerces;1.2.0;org.apache.xerces.validators.schema.SchemaSymbols;1;1;0;0;2;0;0;0;1;2.0;121;0.0;0;0.0;1.0;0;0;3.0;5;2;198;0;0;-;0
xerces;1.2.0;org.apache.xerces.utils.regex.RegularExpression$Context;5;1;0;2;6;0;1;1;0;0.4722222;97;0.0;1;0.0;0.48;0;0;16.6;-;0;-;-;0;-;0
xerces;1.2.0;org.apache.xerces.utils.regex.ParserForXMLSchema;39;2;0;10;72;277;1;9;2;1.0;804;1.0;0;0.5714286;0.18421052;1;12;19.461538;4;1;528;0;0;-;0
xerces;1.2.0;org.apache.html.dom.HTMLFormElementImpl;17;4;0;3;23;136;0;3;17;0.9375;98;1.0;1;0.8545455;0.49019608;0;0;4.7058825;2;2;190;0;0;-;0
xerces;1.2.0;org.w3c.dom.html.HTMLParamElement;8;1;0;0;8;28;0;0;8;2.0;8;0.0;0;0.0;0.75;0;0;0.0;2;2;109;0;0;-;0
xerces;1.2.0;org.w3c.dom.html.HTMLStyleElement;6;1;0;0;6;15;0;0;6;2.0;6;0.0;0;0.0;0.5;0;0;0.0;2;2;88;0;0;-;0
xerces;1.2.0;org.apache.xerces.readers.DefaultEntityHandler$1;0;1;0;2;0;0;2;0;0;2.0;0;0.0;0;0.0;0.0;0;0;0.0;-;0;-;-;0;-;0
xerces;1.2.0;org.apache.xerces.framework.XMLDocumentScanner$ScannerDispatcher;2;1;0;6;2;1;6;0;2;2.0;2;0.0;0;0.0;0.8333333;0;0;0.0;-;0;-;-;0;-;0
xerces;1.2.0;org.w3c.dom.html.HTMLHRElement;8;1;0;0;8;28;0;0;8;2.0;8;0.0;0;0.0;0.5;0;0;0.0;2;2;108;0;0;-;0
xerces;1.2.0;org.apache.wml.WMLOptionElement;8;1;0;2;8;28;1;1;8;2.0;8;0.0;0;0.0;0.75;0;0;0.0;1;1;101;0;0;-;0
xerces;1.2.0;org.apache.xerces.validators.datatype.XMLException;5;3;2;2;7;10;2;0;5;2.0;20;0.0;0;0.9444444;0.6;0;0;3.0;3;2;82;0;0;-;0
xerces;1.2.0;org.w3c.dom.Text;1;1;0;0;1;0;0;0;1;2.0;1;0.0;0;0.0;1.0;0;0;0.0;2;2;111;1;2;-;2
xerces;1.2.0;org.w3c.dom.html.HTMLBaseElement;4;1;0;0;4;6;0;0;4;2.0;4;0.0;0;0.0;0.75;0;0;0.0;2;2;62;0;0;-;0
xerces;1.2.0;org.apache.wml.dom.WMLMetaElementImpl;15;4;0;3;20;105;0;3;15;2.0;84;0.0;0;0.8541667;0.4;1;4;4.6;1;1;126;0;0;-;0
xerces;1.2.0;org.w3c.dom.traversal.NodeFilter;1;1;0;0;1;0;0;0;1;2.0;17;0.0;0;0.0;1.0;0;0;0.0;2;2;121;0;0;-;2
xerces;1.2.0;org.xml.sax.helpers.NamespaceSupport$Context;9;1;0;0;24;0;0;0;0;0.5833333;322;0.44444445;2;0.0;0.35555556;0;0;33.77778;-;0;-;-;0;-;0
xerces;1.2.0;org.apache.xerces.msg.ExceptionMessagesLocalizer;2;1;0;0;17;1;0;0;2;2.0;103;0.0;0;0.0;0.5;0;0;50.0;1;1;111;0;0;-;0
xerces;1.2.0;org.w3c.dom.Attr;5;1;0;0;5;10;0;0;5;2.0;5;0.0;0;0.0;0.6;0;0;0.0;2;2;193;1;2;-;2
xerces;1.2.0;org.apache.xerces.utils.regex.Op$ModifierOp;3;3;0;3;4;0;2;1;0;0.5;21;0.0;0;0.9230769;0.6666667;0;0;5.3333335;-;0;-;-;0;-;0
xerces;1.2.0;org.apache.html.dom.HTMLIsIndexElementImpl;3;4;0;2;6;3;0;2;3;2.0;17;0.0;0;0.9791667;0.6666667;0;0;4.6666665;2;2;99;0;0;-;0
xerces;1.2.0;org.apache.xerces.validators.datatype.IDDatatypeValidator;10;2;0;7;29;33;1;6;7;0.82539684;181;0.85714287;2;0.33333334;0.24444444;0;0;16.4;11;1;284;0;0;-;0
xerces;1.2.0;org.xml.sax.ContentHandler;11;1;0;0;11;55;0;0;11;2.0;11;0.0;0;0.0;0.34848484;0;0;0.0;3;3;482;0;0;-;0
xerces;1.2.0;org.apache.wml.dom.WMLOneventElementImpl;7;4;0;3;10;21;0;3;7;2.0;39;0.0;0;0.9318182;0.5714286;1;4;4.571429;1;1;96;0;0;-;0
xerces;1.2.0;org.apache.xerces.jaxp.SAXParserImpl;5;2;0;2;13;0;1;1;3;0.5;81;1.0;1;0.8636364;0.6;1;1;14.6;2;2;152;0;0;-;1
xerces;1.2.0;org.xml.sax.XMLReader;14;1;0;0;14;91;0;0;14;2.0;14;0.0;0;0.0;0.20634921;0;0;0.0;3;3;473;0;0;-;0
xerces;1.2.0;org.apache.xerces.dom.DeferredDocumentImpl;61;3;0;25;109;1294;16;22;48;0.89047617;2553;0.95238096;1;0.60273975;0.2262295;2;10;40.508198;19;4;1379;1;2;-;0
xerces;1.2.0;org.xml.sax.helpers.ParserFactory;3;1;0;0;8;3;0;0;2;2.0;25;0.0;0;0.0;0.33333334;0;0;7.3333335;3;3;260;1;2;-;0
xerces;1.2.0;org.apache.xerces.dom.DeferredCommentImpl;3;4;0;4;7;0;1;4;1;0.75;33;0.5;0;0.9661017;0.5555556;2;7;9.333333;3;1;15;1;0;-;0
xerces;1.2.0;org.apache.html.dom.HTMLFrameSetElementImpl;5;4;0;2;8;10;0;2;5;2.0;28;0.0;0;0.9591837;0.6;0;0;4.6;2;2;111;0;0;-;0
xerces;1.2.0;org.apache.wml.WMLElement;4;1;0;36;4;6;36;0;4;2.0;4;0.0;0;0.0;0.75;0;0;0.0;1;1;90;0;0;-;0
xerces;1.2.0;org.apache.xerces.utils.regex.Token$ConcatToken;4;2;0;3;10;0;3;1;1;0.33333334;93;0.0;2;0.94;0.5833333;1;5;21.75;-;0;-;-;0;-;0
xerces;1.2.0;org.apache.html.dom.HTMLPreElementImpl;3;4;0;2;8;3;0;2;3;2.0;20;0.0;0;0.9791667;0.5;0;0;5.6666665;2;2;99;0;0;-;0
xerces;1.2.0;org.apache.xerces.readers.DefaultEntityHandler$EventHandler;6;1;0;3;6;15;2;1;6;2.0;6;0.0;0;0.0;0.5;0;0;0.0;-;0;-;-;0;-;0
xerces;1.2.0;org.apache.xerces.validators.schema.XUtil;14;1;0;5;50;91;3;2;13;2.0;486;0.0;0;0.0;0.4107143;0;0;33.714287;1;1;84;1;0;-;0
xerces;1.2.0;org.apache.xml.serialize.XMLSerializer;13;2;0;6;75;18;2;4;10;2.0;1000;0.0;0;0.86153847;0.23931624;2;7;75.92308;15;3;1926;0;0;-;0
xerces;1.2.0;org.w3c.dom.html.HTMLScriptElement;14;1;0;0;14;91;0;0;14;2.0;14;0.0;0;0.0;0.5;0;0;0.0;2;2;153;0;0;-;0
xerces;1.2.0;org.apache.html.dom.HTMLModElementImpl;5;4;0;2;8;10;0;2;5;2.0;28;0.0;0;0.9591837;0.6;0;0;4.6;2;2;112;0;0;-;0
xerces;1.2.0;org.apache.xerces.dom.DocumentFragmentImpl;4;4;0;2;6;6;1;2;4;1.3333334;16;0.0;0;0.97530866;0.625;2;5;2.75;5;1;20;1;0;-;0
xerces;1.2.0;org.apache.html.dom.HTMLLIElementImpl;5;4;0;2;10;10;0;2;5;2.0;31;0.0;0;0.9591837;0.45;1;2;5.2;2;2;111;0;0;-;0
xerces;1.2.0;org.apache.xerces.validators.common.CMLeaf;9;2;0;7;23;0;2;5;2;0.375;147;1.0;1;0.53333336;0.35555556;1;2;15.111111;2;1;287;0;0;-;0
xerces;1.2.0;org.apache.xerces.validators.common.SimpleContentModel;7;1;0;7;13;5;1;6;7;0.36666667;1019;1.0;3;0.0;0.3877551;0;0;143.85715;9;3;982;0;0;-;0
xerces;1.2.0;org.apache.xerces.jaxp.DocumentBuilderFactoryImpl;2;2;0;1;6;1;0;1;2;2.0;13;0.0;0;0.9583333;1.0;0;0;5.5;2;2;104;0;0;-;1
xerces;1.2.0;org.w3c.dom.html.HTMLDListElement;2;1;0;0;2;1;0;0;2;2.0;2;0.0;0;0.0;0.75;0;0;0.0;2;2;48;0;0;-;0
xerces;1.2.0;org.apache.xerces.utils.regex.Token$CharToken;4;2;0;3;14;0;3;1;1;0.0;150;0.0;0;0.94;0.875;1;2;36.25;-;0;-;-;0;-;0
xerces;1.2.0;org.apache.wml.dom.WMLUElementImpl;7;4;0;3;10;21;0;3;7;2.0;39;0.0;0;0.9318182;0.5714286;1;6;4.571429;1;1;96;0;0;-;0
xerces;1.2.0;org.apache.xerces.utils.regex.Op$RangeOp;2;2;0;4;3;0;2;3;0;0.0;14;0.0;1;0.95652175;0.6666667;0;0;5.5;-;0;-;-;0;-;0
xerces;1.2.0;org.apache.xerces.dom.CommentImpl;3;3;1;3;4;3;2;2;3;1.5;13;0.0;0;0.96428573;0.5555556;1;4;3.0;2;2;6;1;0;-;0
xerces;1.2.0;org.apache.xerces.validators.common.XMLValidator;86;1;0;46;255;1993;8;44;51;0.94310343;6176;0.9655172;38;0.0;0.1013289;0;0;69.46512;74;4;16890;0;0;-;2
xerces;1.2.0;org.apache.wml.dom.WMLAElementImpl;11;4;0;3;14;55;0;3;11;2.0;61;0.0;0;0.8913044;0.54545456;1;6;4.5454545;1;1;112;0;0;-;0
xerces;1.2.0;org.apache.xerces.dom.NotationImpl;7;2;1;5;12;15;3;3;7;0.9166667;80;0.75;0;0.88;0.52380955;1;4;9.857142;6;1;85;1;0;-;1
xerces;1.2.0;org.apache.xerces.validators.datatype.FloatDatatypeValidator;12;2;0;7;42;50;1;6;7;0.71022725;728;1.0;3;0.2857143;0.20833333;0;0;58.333332;6;1;440;0;0;-;0
xerces;1.2.0;org.apache.xerces.validators.datatype.BinaryDatatypeValidator;7;2;0;7;27;15;1;6;6;0.7407407;393;1.0;1;0.44444445;0.33333334;1;1;53.857143;6;1;295;0;0;-;0
xerces;1.2.0;org.apache.html.dom.HTMLButtonElementImpl;12;4;0;3;22;66;0;3;12;2.0;97;0.0;0;0.8952381;0.31666666;1;1;7.0833335;2;2;169;0;0;-;0
xerces;1.2.0;org.apache.xerces.utils.ImplementationMessages;5;1;0;6;14;0;5;1;4;1.1590909;205;0.13636364;0;0.0;0.5;0;0;35.6;0;0;-;1;0;-;0
xerces;1.2.0;org.apache.xerces.validators.common.XMLValidator$4;4;1;0;2;5;0;1;2;3;0.6666667;24;1.0;1;0.0;0.5;0;0;4.5;-;0;-;-;0;-;0
xerces;1.2.0;org.apache.xerces.dom.CDATASectionImpl;3;4;1;3;4;3;2;2;3;1.5;13;0.0;0;0.9677419;0.5555556;1;4;3.0;1;1;22;1;0;-;0
