Project;Version;Class;wmc;dit;noc;cbo;rfc;lcom;ca;ce;npm;lcom3;loc;dam;moa;mfa;cam;ic;cbm;amc;nr;ndc;nml;isOld;ndpv;ner;bugs
velocity;1.5;org.apache.velocity.util.introspection.ClassMap$1;0;1;0;3;0;0;3;0;0;2.0;0;0.0;0;0.0;0.0;0;0;0.0;-;0;-;-;0;-;0
velocity;1.5;org.apache.velocity.runtime.parser.node.ASTNotNode;5;2;0;8;10;10;4;6;5;2.0;39;0.0;0;0.9032258;0.4;1;2;6.8;5;2;-;1;0;-;0
velocity;1.5;org.apache.velocity.util.introspection.UberspectImpl$VelMethodImpl;6;1;0;2;10;0;1;1;5;0.2;35;0.0;0;0.0;0.375;0;0;4.6666665;-;0;-;-;0;-;0
velocity;1.5;org.apache.velocity.runtime.parser.node.ASTAndNode;5;2;0;9;19;10;4;7;5;2.0;84;0.0;0;0.9032258;0.4;1;1;15.8;8;3;-;1;0;-;0
velocity;1.5;org.apache.velocity.app.event.implement.EscapeSqlReference;3;2;0;2;6;3;0;2;1;2.0;12;0.0;0;0.71428573;0.6666667;1;2;3.0;0;0;-;1;0;-;1
velocity;1.5;org.apache.velocity.context.InternalContextAdapter;0;1;0;61;0;0;58;4;0;2.0;0;0.0;0;0.0;0.0;0;0;0.0;5;2;-;1;0;-;0
velocity;1.5;org.apache.velocity.exception.ParseErrorException;9;5;0;30;19;0;25;5;9;0.625;204;1.0;0;0.7777778;0.35555556;0;0;21.11111;2;1;-;1;0;-;1
velocity;1.5;org.apache.velocity.util.introspection.MethodMap;11;1;0;2;37;49;1;1;4;0.93333334;680;0.25;0;0.0;0.23376623;0;0;59.727272;15;4;-;1;1;-;4
velocity;1.5;org.apache.velocity.app.event.EventHandlerMethodExecutor;3;1;0;9;3;3;8;1;3;2.0;3;0.0;0;0.0;0.6666667;0;0;0.0;0;0;-;1;0;-;1
velocity;1.5;org.apache.velocity.runtime.parser.node.ASTLTNode;5;2;0;11;21;10;4;9;5;2.0;154;0.0;0;0.9032258;0.4;1;1;29.8;8;2;-;1;1;-;1
velocity;1.5;org.apache.velocity.runtime.parser.node.ASTStringLiteral;5;2;0;14;30;0;4;12;5;0.4;244;1.0;1;0.9032258;0.43333334;1;1;46.8;17;3;-;1;0;-;7
velocity;1.5;org.apache.velocity.app.event.MethodExceptionEventHandler;1;1;0;5;1;0;4;1;1;2.0;1;0.0;0;0.0;1.0;0;0;0.0;1;1;-;1;0;-;1
velocity;1.5;org.apache.velocity.app.event.InvalidReferenceEventHandler$InvalidMethodExecutor;4;1;0;6;6;0;1;5;3;0.5714286;64;1.0;2;0.0;0.375;0;0;13.25;-;0;-;-;0;-;0
velocity;1.5;org.apache.velocity.app.event.implement.EscapeReference;6;1;4;12;18;7;4;8;3;0.6666667;99;1.0;1;0.0;0.41666666;0;0;15.0;0;0;-;1;0;-;1
velocity;1.5;org.apache.velocity.runtime.directive.VelocimacroProxy;15;2;0;19;50;39;3;16;12;0.8116883;487;1.0;1;0.33333334;0.23703703;0;0;30.733334;27;3;-;1;7;-;8
velocity;1.5;org.apache.velocity.runtime.RuntimeLogger;4;1;0;8;4;6;8;0;4;2.0;4;0.0;0;0.0;1.0;0;0;0.0;1;1;-;1;0;-;0
velocity;1.5;org.apache.velocity.runtime.parser.ParserTreeConstants;1;1;0;3;1;0;3;0;0;2.0;211;0.0;0;0.0;0.0;0;0;168.0;6;3;-;1;6;-;3
velocity;1.5;org.apache.velocity.runtime.parser.node.GetExecutor;4;2;0;6;16;0;1;5;3;0.16666667;86;1.0;1;0.6666667;0.5;0;0;20.0;8;3;-;1;0;-;2
velocity;1.5;org.apache.velocity.io.UnicodeInputStream$UnicodeBOM;4;1;0;2;5;2;1;1;0;0.33333334;26;1.0;0;0.0;0.5625;0;0;5.0;-;0;-;-;0;-;0
velocity;1.5;org.apache.velocity.runtime.parser.node.BooleanPropertyExecutor;3;3;0;6;21;3;1;5;2;2.0;102;0.0;0;0.875;0.7222222;2;2;33.0;3;1;-;1;0;-;3
velocity;1.5;org.apache.velocity.util.ContextAware;1;1;0;5;1;0;4;1;1;2.0;1;0.0;0;0.0;1.0;0;0;0.0;0;0;-;1;0;-;1
velocity;1.5;org.apache.velocity.util.introspection.MethodMap$AmbiguousException;1;4;0;5;2;0;5;0;1;2.0;5;1.0;0;1.0;1.0;0;0;3.0;-;0;-;-;0;-;0
velocity;1.5;org.apache.velocity.runtime.log.LogChuteSystem;5;1;0;6;9;0;2;4;4;0.25;37;1.0;1;0.0;0.43333334;0;0;6.2;0;0;-;1;2;-;1
velocity;1.5;org.apache.velocity.util.ArrayIterator;4;1;0;1;16;0;1;0;4;0.44444445;77;1.0;0;0.0;0.625;0;0;17.5;6;4;-;1;0;-;0
velocity;1.5;org.apache.velocity.runtime.parser.node.MathUtils;16;1;0;11;52;112;11;0;12;0.82666665;854;0.53333336;0;0.0;0.22666667;0;0;51.4375;0;0;-;1;0;-;1
velocity;1.5;org.apache.velocity.app.event.InvalidReferenceEventHandler$InvalidSetMethodExecutor;4;1;0;6;6;2;1;5;3;0.6666667;43;1.0;2;0.0;0.4;0;0;8.5;-;0;-;-;0;-;0
velocity;1.5;org.apache.velocity.context.Context;5;1;0;30;5;10;30;0;5;2.0;5;0.0;0;0.0;0.6666667;0;0;0.0;5;4;-;1;0;-;0
velocity;1.5;org.apache.velocity.util.introspection.Info;6;1;1;16;12;9;16;0;5;0.6;53;1.0;0;0.0;0.44444445;0;0;7.3333335;1;1;-;1;0;-;2
velocity;1.5;org.apache.velocity.runtime.directive.Parse;4;3;0;11;30;6;0;11;4;2.0;272;0.0;0;0.72727275;0.4375;1;1;67.0;27;5;-;1;2;-;3
velocity;1.5;org.apache.velocity.texen.util.PropertiesUtil;4;1;0;1;25;6;0;1;2;2.0;145;0.0;0;0.0;0.875;0;0;35.25;9;3;-;1;0;-;0
velocity;1.5;org.apache.velocity.util.introspection.IntrospectionCacheData;1;1;0;7;2;0;7;0;1;2.0;6;0.0;0;0.0;1.0;0;0;3.0;3;3;-;1;0;-;0
velocity;1.5;org.apache.velocity.util.introspection.SecureIntrospectorImpl;4;3;0;4;21;4;1;3;3;0.5555556;206;0.33333334;0;0.7692308;0.45833334;1;1;49.0;0;0;-;1;0;-;2
velocity;1.5;org.apache.velocity.runtime.resource.ResourceFactory;2;1;0;4;5;1;1;3;2;2.0;20;0.0;0;0.0;0.5;0;0;9.0;5;3;-;1;0;-;0
velocity;1.5;org.apache.velocity.runtime.directive.Foreach;5;2;0;16;32;8;0;16;5;0.75;226;1.0;1;0.6363636;0.44;0;0;43.2;42;4;-;1;3;-;9
velocity;1.5;org.apache.velocity.runtime.parser.node.ASTSetDirective;7;2;0;16;35;9;4;14;5;0.56666666;229;0.8;3;0.8484849;0.3265306;1;1;31.0;22;3;-;1;0;-;5
velocity;1.5;org.apache.velocity.texen.Generator;25;1;0;7;78;194;2;5;17;0.8787879;530;0.72727275;3;0.0;0.26190478;0;0;19.76;20;3;-;1;0;-;0
velocity;1.5;org.apache.velocity.anakia.AnakiaTask;15;4;0;22;89;51;1;22;11;0.82653064;776;0.85714287;1;0.84782606;0.37333333;2;2;49.8;34;4;-;1;0;-;0
velocity;1.5;org.apache.velocity.anakia.NodeList$1;0;1;0;2;0;0;2;0;0;2.0;0;0.0;0;0.0;0.0;0;0;0.0;-;0;-;-;0;-;0
velocity;1.5;org.apache.velocity.Template;4;2;0;26;25;0;13;14;4;0.33333334;209;1.0;1;0.84210527;0.5;1;1;51.0;36;4;-;1;5;-;4
velocity;1.5;org.apache.velocity.runtime.parser.node.ASTExpression;5;2;0;9;11;10;5;6;5;2.0;31;0.0;0;0.9032258;0.4;1;2;5.2;3;2;-;1;0;-;0
velocity;1.5;org.apache.velocity.runtime.visitor.VMReferenceMungeVisitor;2;2;0;4;8;0;1;3;2;0.0;33;1.0;0;0.97727275;0.625;0;0;15.0;2;1;-;0;0;-;2
velocity;1.5;org.apache.velocity.runtime.parser.node.ASTMethod$MethodCacheKey;3;1;0;2;8;0;1;1;3;0.0;117;1.0;0;0.0;0.5;1;1;37.333332;-;0;-;-;0;-;0
velocity;1.5;org.apache.velocity.runtime.resource.loader.ClasspathResourceLoader;6;2;0;8;20;15;0;8;5;1.0;88;0.0;0;0.6875;0.41666666;1;1;13.5;8;2;-;1;0;-;0
velocity;1.5;org.apache.velocity.runtime.directive.Include;7;3;0;11;31;9;0;11;5;0.5;285;1.0;0;0.5714286;0.42857143;0;0;39.42857;26;5;-;1;1;-;2
velocity;1.5;org.apache.velocity.runtime.parser.ParserConstants;1;1;0;2;1;0;2;0;0;2.0;352;0.0;0;0.0;0.0;0;0;276.0;21;3;-;1;6;-;2
velocity;1.5;org.apache.velocity.runtime.RuntimeSingleton;39;1;0;18;76;0;3;15;38;0.02631579;200;1.0;1;0.0;0.11111111;0;0;4.1025643;7;3;-;1;1;-;3
velocity;1.5;org.apache.velocity.runtime.parser.node.ASTEscape;5;2;0;6;11;8;4;4;5;0.875;37;0.5;0;0.9032258;0.4;0;0;6.0;6;1;-;1;1;-;0
velocity;1.5;org.apache.velocity.runtime.parser.node.ASTMulNode;4;2;0;11;20;6;4;9;4;2.0;138;0.0;0;0.93333334;0.41666666;1;1;33.5;7;3;-;1;0;-;1
velocity;1.5;org.apache.velocity.context.InternalHousekeepingContext;10;1;0;5;10;45;3;2;10;2.0;10;0.0;0;0.0;0.26666668;0;0;0.0;6;2;-;1;1;-;2
velocity;1.5;org.apache.velocity.anakia.AnakiaElement;12;3;0;8;30;64;1;7;11;1.0;93;1.0;0;0.92045456;0.6060606;1;2;6.5833335;3;2;-;1;0;-;0
velocity;1.5;org.apache.velocity.util.introspection.VelPropertyGet;3;1;0;4;3;3;4;0;3;2.0;3;0.0;0;0.0;0.6666667;0;0;0.0;1;1;-;1;0;-;0
velocity;1.5;org.apache.velocity.util.introspection.SecureUberspector;4;2;0;9;16;2;0;9;4;0.6666667;66;0.0;1;0.7;0.4375;1;1;15.25;0;0;-;1;2;-;1
velocity;1.5;org.apache.velocity.runtime.parser.node.ASTNENode;5;2;0;11;26;10;4;9;5;2.0;210;0.0;0;0.9032258;0.4;2;2;41.0;7;2;-;1;0;-;2
velocity;1.5;org.apache.velocity.exception.TemplateInitException;5;5;0;23;7;0;20;3;5;0.6875;45;1.0;0;0.8235294;0.5;0;0;7.2;0;0;-;1;0;-;1
velocity;1.5;org.apache.velocity.util.introspection.ClassMap$MethodCache;7;1;0;6;25;9;1;6;2;0.6666667;290;1.0;3;0.0;0.41666666;0;0;39.57143;-;0;-;-;0;-;0
velocity;1.5;org.apache.velocity.runtime.parser.node.PropertyExecutor;5;2;1;8;23;4;2;6;3;0.25;118;1.0;1;0.5714286;0.45714286;0;0;22.4;15;2;-;1;0;-;2
velocity;1.5;org.apache.velocity.util.introspection.UberspectLoggable;2;1;0;4;2;1;2;2;2;2.0;2;0.0;0;0.0;0.6666667;0;0;0.0;1;1;-;1;0;-;0
velocity;1.5;org.apache.velocity.anakia.XPathTool;4;1;0;6;10;6;1;5;4;2.0;34;0.0;0;0.0;0.5;0;0;7.5;13;4;-;1;0;-;0
velocity;1.5;org.apache.velocity.app.FieldMethodizer;7;1;0;1;26;1;0;1;6;0.0;177;1.0;0;0.0;0.4642857;0;0;24.0;3;2;-;1;0;-;1
velocity;1.5;org.apache.velocity.runtime.log.NullLogChute;5;1;1;3;6;10;1;2;5;2.0;13;0.0;0;0.0;0.48;0;0;1.6;0;0;-;1;2;-;1
velocity;1.5;org.apache.velocity.util.introspection.IntrospectorCache;5;1;0;4;5;10;2;2;5;2.0;5;0.0;0;0.0;0.6;0;0;0.0;0;0;-;1;0;-;2
velocity;1.5;org.apache.velocity.runtime.parser.node.ASTText;5;2;0;9;13;8;4;7;5;0.75;41;1.0;0;0.9032258;0.4;0;0;7.0;9;2;-;1;4;-;0
velocity;1.5;org.apache.velocity.runtime.resource.loader.JarResourceLoader;8;2;0;9;39;8;0;9;5;0.5;274;1.0;0;0.6111111;0.375;0;0;33.0;16;5;-;1;0;-;2
velocity;1.5;org.apache.velocity.runtime.parser.node.Node;24;1;0;44;24;276;37;7;24;2.0;24;0.0;0;0.0;0.24404761;0;0;0.0;8;2;-;1;1;-;2
velocity;1.5;org.apache.velocity.util.TemplateNumber;1;1;0;11;1;0;11;0;1;2.0;1;0.0;0;0.0;1.0;0;0;0.0;0;0;-;1;0;-;1
velocity;1.5;org.apache.velocity.runtime.parser.node.ASTMethod;6;2;0;20;37;0;5;17;6;0.53333336;316;1.0;1;0.875;0.41666666;1;2;51.166668;24;3;-;1;3;-;5
velocity;1.5;org.apache.velocity.runtime.parser.node.AbstractExecutor;5;1;3;6;6;0;5;1;4;0.625;30;1.0;1;0.0;0.46666667;0;0;4.6;12;4;-;1;0;-;1
velocity;1.5;org.apache.velocity.runtime.parser.node.MapGetExecutor;4;2;0;3;17;0;1;2;2;0.5555556;109;0.33333334;0;0.5714286;0.45;0;0;25.5;0;0;-;1;1;-;2
velocity;1.5;org.apache.velocity.app.event.implement.IncludeNotFound;3;1;0;5;12;0;0;5;3;0.875;61;0.75;1;0.0;0.5555556;0;0;18.0;0;0;-;1;1;-;2
velocity;1.5;org.apache.velocity.runtime.parser.node.ASTReference;14;2;0;22;66;27;8;16;13;0.7644231;998;1.0;1;0.7;0.25396827;1;2;69.14286;49;3;-;1;12;-;8
velocity;1.5;org.apache.velocity.runtime.ParserPool;3;1;0;4;3;3;2;2;3;2.0;3;0.0;0;0.0;0.5555556;0;0;0.0;0;0;-;1;0;-;1
