Project;Version;Class;wmc;dit;noc;cbo;rfc;lcom;ca;ce;npm;lcom3;loc;dam;moa;mfa;cam;ic;cbm;amc;nr;ndc;nml;isOld;ndpv;ner;bugs
xerces;1.3.0;org.apache.xerces.readers.DefaultEntityHandler$EntityPool$RequiredNotation;1;1;0;1;3;0;1;1;0;2.0;31;0.16666667;2;0.0;1.0;0;0;24.0;-;0;-;-;0;-;0
xerces;1.3.0;org.w3c.dom.CDATASection;0;1;0;0;0;0;0;0;0;2.0;0;0.0;0;0.0;0.0;0;0;0.0;2;1;36;1;2;-;0
xerces;1.3.0;org.apache.xerces.utils.regex.Token;49;1;9;16;87;866;15;11;2;0.9951389;2172;0.36666667;20;0.0;0.1875;0;0;42.10204;0;0;-;1;0;-;1
xerces;1.3.0;org.apache.xerces.framework.XMLDocumentScanner$TrailingMiscDispatcher;3;1;0;6;26;0;1;5;2;0.0;242;1.0;1;0.0;0.5833333;0;0;79.333336;-;0;-;-;0;-;0
xerces;1.3.0;org.apache.xerces.validators.common.CMException;2;3;0;11;3;0;11;0;2;1.0;13;0.5;0;0.9444444;0.75;0;0;4.5;0;0;-;1;0;-;0
xerces;1.3.0;org.apache.html.dom.HTMLTextAreaElementImpl;23;4;0;3;32;253;0;3;23;2.0;149;0.0;0;0.8103448;0.29565218;1;3;5.478261;2;1;2;1;0;-;0
xerces;1.3.0;org.apache.wml.WMLBElement;2;1;0;2;2;1;1;1;2;2.0;2;0.0;0;0.0;0.75;0;0;0.0;0;0;-;1;0;-;0
xerces;1.3.0;org.apache.wml.WMLInputElement;20;1;0;2;20;190;1;1;20;2.0;20;0.0;0;0.0;0.375;0;0;0.0;0;0;-;1;0;-;0
xerces;1.3.0;org.w3c.dom.html.HTMLHtmlElement;2;1;0;0;2;1;0;0;2;2.0;2;0.0;0;0.0;0.75;0;0;0.0;0;0;-;1;0;-;0
xerces;1.3.0;org.xml.sax.helpers.LocatorImpl;10;1;0;0;15;37;0;0;10;0.7777778;64;1.0;0;0.0;0.375;0;0;5.0;0;0;-;1;0;-;0
xerces;1.3.0;org.apache.xerces.readers.UTF8Recognizer;2;2;0;9;18;0;2;9;1;0.0;239;1.0;0;0.75;0.5714286;2;2;118.0;0;0;-;1;0;-;0
xerces;1.3.0;org.apache.xerces.validators.schema.identity.XPath$Tokens;7;1;0;4;20;1;3;1;7;1.1321839;1029;0.10344828;1;0.0;0.5714286;0;0;137.71428;-;0;-;-;0;-;0
xerces;1.3.0;org.apache.xerces.utils.regex.Token$ParenToken;5;2;0;3;10;0;3;1;1;0.5;139;0.0;1;0.92156863;0.6;1;5;26.4;-;0;-;-;0;-;0
xerces;1.3.0;org.xml.sax.helpers.ParserAdapter;30;1;0;0;88;177;0;0;24;0.8820327;887;0.7368421;9;0.0;0.12666667;0;0;27.933332;0;0;-;1;0;-;0
xerces;1.3.0;org.apache.xerces.utils.regex.Token$StringToken;4;2;0;4;10;0;3;2;1;0.33333334;40;0.0;0;0.94;0.5833333;1;3;8.5;-;0;-;-;0;-;0
xerces;1.3.0;org.apache.html.dom.HTMLScriptElementImpl;15;4;0;2;30;105;0;2;15;2.0;126;0.0;0;0.8703704;0.4;0;0;7.4;2;1;2;1;0;-;0
xerces;1.3.0;org.xml.sax.InputSource;14;1;0;0;15;81;0;0;14;0.8769231;75;1.0;0;0.0;0.39285713;0;0;4.0;0;0;-;1;0;-;0
xerces;1.3.0;org.apache.html.dom.HTMLTableCellElementImpl;31;4;0;3;46;465;1;2;31;2.0;259;0.0;0;0.7580645;0.30967742;0;0;7.354839;2;1;2;1;0;-;0
xerces;1.3.0;org.apache.xerces.dom.EntityReferenceImpl;10;4;1;6;29;43;3;4;9;0.9444444;115;0.5;0;0.89772725;0.325;2;8;10.3;1;1;6;1;0;-;1
xerces;1.3.0;org.apache.wml.dom.WMLPrevElementImpl;5;4;0;3;8;10;0;3;5;2.0;28;0.0;0;0.95348835;0.6;1;4;4.6;0;0;-;1;0;-;0
xerces;1.3.0;org.apache.xerces.validators.common.CMBinOp;6;2;0;5;14;0;2;3;1;0.2;154;1.0;2;0.61538464;0.41666666;1;2;24.333334;0;0;-;1;0;-;0
xerces;1.3.0;org.apache.xerces.utils.URI;42;1;0;3;66;375;2;1;29;0.7804878;2006;1.0;0;0.0;0.22648084;0;0;46.47619;2;2;14;1;0;-;4
xerces;1.3.0;org.w3c.dom.html.HTMLCollection;3;1;0;0;3;3;0;0;3;2.0;3;0.0;0;0.0;0.5555556;0;0;0.0;0;0;-;1;0;-;0
xerces;1.3.0;org.apache.html.dom.HTMLFormControl;0;1;0;8;0;0;8;0;0;2.0;0;0.0;0;0.0;0.0;0;0;0.0;1;1;0;1;0;-;0
xerces;1.3.0;org.apache.html.dom.HTMLInputElementImpl;38;4;0;3;49;703;0;3;38;2.0;229;0.0;0;0.71755725;0.29473683;1;3;5.0263157;2;1;2;1;0;-;0
xerces;1.3.0;org.w3c.dom.html.HTMLAnchorElement;26;1;0;0;26;325;0;0;26;2.0;26;0.0;0;0.0;0.4871795;0;0;0.0;0;0;-;1;0;-;0
xerces;1.3.0;org.w3c.dom.html.HTMLTableRowElement;15;1;0;0;15;105;0;0;15;2.0;15;0.0;0;0.0;0.4888889;0;0;0.0;0;0;-;1;0;-;0
xerces;1.3.0;org.apache.xerces.validators.schema.TraverseSchema;81;1;0;37;257;1504;3;36;9;0.78867185;10701;0.96875;10;0.0;0.13552631;0;0;130.71605;45;7;5331;1;4;-;30
xerces;1.3.0;org.w3c.dom.ranges.Range;24;1;0;0;24;276;0;0;24;1.0434783;28;0.0;0;0.0;0.27083334;0;0;0.0;1;1;399;0;0;-;0
xerces;1.3.0;org.apache.xerces.dom.events.MutationEventImpl;7;2;0;7;9;1;6;1;7;0.9722222;70;0.0;1;0.6;0.31428573;0;0;7.285714;2;1;16;1;2;-;0
xerces;1.3.0;org.apache.html.dom.HTMLParagraphElementImpl;3;4;0;2;6;3;0;2;3;2.0;17;0.0;0;0.9791667;0.6666667;0;0;4.6666665;2;1;2;1;0;-;0
xerces;1.3.0;org.apache.wml.dom.WMLGoElementImpl;13;4;0;3;16;78;0;3;13;2.0;72;0.0;0;0.87234044;0.53846157;1;4;4.5384617;0;0;-;1;0;-;0
xerces;1.3.0;org.apache.xerces.dom.DeferredTextImpl;3;4;0;4;9;0;1;4;1;0.75;44;0.5;0;0.9677419;0.5555556;3;12;13.0;0;0;-;1;0;-;2
xerces;1.3.0;org.apache.html.dom.HTMLHeadElementImpl;3;4;0;2;6;3;1;2;3;2.0;17;0.0;0;0.9791667;0.6666667;0;0;4.6666665;2;1;2;1;0;-;0
xerces;1.3.0;org.xml.sax.XMLReader;14;1;0;0;14;91;0;0;14;2.0;14;0.0;0;0.0;0.20634921;0;0;0.0;0;0;-;1;0;-;0
xerces;1.3.0;org.apache.xerces.validators.common.XMLValidator$AttValidatorNOTATION;3;1;0;4;12;0;1;4;1;0.0;112;1.0;1;0.0;0.5833333;0;0;36.0;-;0;-;-;0;-;0
xerces;1.3.0;javax.xml.parsers.DocumentBuilder;11;1;1;0;21;55;0;0;10;2.0;99;0.0;0;0.0;0.24675325;0;0;8.0;2;2;204;1;1;-;2
xerces;1.3.0;org.apache.xerces.msg.DatatypeMessages;3;3;0;0;4;1;0;0;2;0.5;260;0.0;0;0.974359;1.0;0;0;85.333336;1;1;1;1;0;-;0
xerces;1.3.0;org.apache.xerces.validators.common.XMLValidator$Resolver;3;1;0;2;14;0;1;1;2;0.5;98;1.0;1;0.0;0.6666667;0;0;30.666666;-;0;-;-;0;-;0
xerces;1.3.0;javax.xml.parsers.ParserConfigurationException;2;3;0;0;4;1;0;0;2;2.0;9;0.0;0;1.0;0.75;0;0;3.5;1;1;4;1;1;-;0
xerces;1.3.0;org.w3c.dom.NodeList;2;1;0;0;2;1;0;0;2;2.0;2;0.0;0;0.0;0.75;0;0;0.0;2;1;28;1;2;-;0
xerces;1.3.0;org.apache.xerces.readers.StreamingCharReader;34;2;0;14;74;0;1;14;21;0.6727273;2890;1.0;2;0.17948718;0.16083916;1;3;83.55882;0;0;-;1;0;-;0
xerces;1.3.0;org.w3c.dom.DocumentType;6;1;0;0;6;15;0;0;6;2.0;6;0.0;0;0.0;1.0;0;0;0.0;2;1;67;1;2;-;0
xerces;1.3.0;org.apache.xerces.readers.DefaultEntityHandler$1;0;1;0;2;0;0;2;0;0;2.0;0;0.0;0;0.0;0.0;0;0;0.0;-;0;-;-;0;-;0
xerces;1.3.0;org.apache.xerces.readers.DefaultEntityHandler$ReaderState;2;1;0;3;3;1;1;3;0;1.8181819;23;0.09090909;4;0.0;0.8333333;0;0;5.0;-;0;-;-;0;-;0
xerces;1.3.0;org.apache.xerces.validators.datatype.IDREFDatatypeValidator;11;2;0;8;38;35;1;7;7;0.8333333;253;0.6666667;2;0.30769232;0.23232323;0;0;21.181818;2;1;86;1;0;-;2
xerces;1.3.0;org.apache.xerces.validators.datatype.InvalidDatatypeFacetException;8;4;0;19;12;0;18;1;8;0.2857143;64;1.0;0;0.8181818;0.4375;0;0;6.75;0;0;-;1;0;-;0
xerces;1.3.0;org.apache.xerces.dom.ParentNode;32;3;7;16;77;236;8;11;14;0.6505376;1240;0.8333333;3;0.625;0.18055555;2;25;37.5625;10;1;677;1;2;-;0
xerces;1.3.0;org.apache.xml.serialize.HTMLdtd;19;1;0;1;50;149;1;0;11;0.96732026;709;0.9411765;0;0.0;0.23333333;0;0;35.42105;2;2;16;1;0;-;0
xerces;1.3.0;org.apache.html.dom.HTMLTitleElementImpl;3;4;0;2;14;3;1;2;3;2.0;60;0.0;0;0.9791667;0.6666667;0;0;19.0;2;1;2;1;0;-;0
xerces;1.3.0;org.apache.xerces.dom.ElementImpl;29;4;4;17;75;80;12;9;24;0.7380952;665;0.6666667;1;0.745283;0.33793104;2;13;21.827587;7;1;181;1;1;-;1
xerces;1.3.0;org.apache.xerces.validators.schema.identity.XPathMatcher;13;1;2;17;43;30;7;10;10;0.8611111;498;1.0;4;0.0;0.2;0;0;35.923077;5;3;1109;0;0;-;1
xerces;1.3.0;org.apache.wml.WMLOneventElement;2;1;0;2;2;1;1;1;2;2.0;2;0.0;0;0.0;0.75;0;0;0.0;0;0;-;1;0;-;0
xerces;1.3.0;org.apache.xerces.validators.datatype.BinaryDatatypeValidator;7;2;0;7;27;15;1;6;6;0.75;380;1.0;1;0.44444445;0.33333334;1;1;52.142857;1;1;143;1;0;-;0
xerces;1.3.0;org.xml.sax.helpers.ParserAdapter$AttributeListAdapter;14;1;0;0;25;33;0;0;12;0.6923077;91;1.0;2;0.0;0.3857143;0;0;5.357143;-;0;-;-;0;-;0
xerces;1.3.0;org.apache.wml.WMLBigElement;2;1;0;2;2;1;1;1;2;2.0;2;0.0;0;0.0;0.75;0;0;0.0;0;0;-;1;0;-;0
xerces;1.3.0;org.apache.xerces.utils.regex.REUtil;17;1;0;8;54;134;7;3;5;0.9375;867;0.0;1;0.0;0.2125;0;0;49.882355;0;0;-;1;0;-;0
xerces;1.3.0;org.apache.wml.WMLTimerElement;4;1;0;2;4;6;1;1;4;2.0;4;0.0;0;0.0;0.75;0;0;0.0;0;0;-;1;0;-;0
xerces;1.3.0;org.apache.xerces.readers.EBCDICRecognizer;2;2;0;8;14;1;1;8;1;2.0;140;0.0;0;0.75;0.5714286;2;2;69.0;0;0;-;1;0;-;0
xerces;1.3.0;org.apache.html.dom.HTMLLegendElementImpl;5;4;0;2;10;10;0;2;5;2.0;52;0.0;0;0.9591837;0.6;0;0;9.4;2;1;2;1;0;-;0
xerces;1.3.0;org.apache.xerces.dom.RangeExceptionImpl;1;5;0;1;2;0;1;0;1;2.0;6;0.0;0;1.0;1.0;0;0;5.0;1;1;2;1;1;-;0
xerces;1.3.0;org.apache.xerces.dom.DeferredElementImpl;4;3;0;6;17;0;1;6;1;0.6666667;75;0.5;0;0.96;0.5;2;8;17.25;0;0;-;1;0;-;2
xerces;1.3.0;org.apache.xml.serialize.Encodings;3;1;0;3;9;1;1;2;0;1.1666666;183;0.33333334;1;0.0;0.5;0;0;59.0;2;2;127;1;0;-;0
xerces;1.3.0;org.apache.xerces.framework.XMLDocumentScanner$EventHandler;14;1;0;6;14;91;5;1;14;2.0;14;0.0;0;0.0;0.5714286;0;0;0.0;-;0;-;-;0;-;0
xerces;1.3.0;org.apache.xerces.readers.XMLCatalogHandler;11;1;1;1;18;15;1;0;11;0.5;102;1.0;0;0.0;0.4318182;0;0;8.090909;0;0;-;1;0;-;0
xerces;1.3.0;org.w3c.dom.html.HTMLBaseFontElement;6;1;0;0;6;15;0;0;6;2.0;6;0.0;0;0.0;0.75;0;0;0.0;0;0;-;1;0;-;0
xerces;1.3.0;org.apache.xerces.validators.schema.identity.Selector$Matcher;4;2;0;11;14;0;1;11;4;0.33333334;105;1.0;2;0.78571427;0.3611111;0;0;24.25;-;0;-;-;0;-;0
xerces;1.3.0;org.xml.sax.SAXNotRecognizedException;1;4;0;0;2;0;0;0;1;2.0;5;0.0;0;1.0;1.0;0;0;4.0;0;0;-;1;0;-;0
xerces;1.3.0;org.w3c.dom.html.HTMLBodyElement;12;1;0;0;12;66;0;0;12;2.0;12;0.0;0;0.0;0.75;0;0;0.0;0;0;-;1;0;-;0
xerces;1.3.0;org.apache.xerces.readers.UCSReader;31;2;0;15;60;0;1;14;24;0.8137255;2714;0.64705884;3;0.19444445;0.18888889;1;4;86.0;1;1;94;1;0;-;0
xerces;1.3.0;org.w3c.dom.html.HTMLLIElement;4;1;0;0;4;6;0;0;4;2.0;4;0.0;0;0.0;0.5;0;0;0.0;0;0;-;1;0;-;0
xerces;1.3.0;org.apache.xerces.readers.AbstractCharReader$DeferredError;1;1;0;1;2;0;1;1;0;2.0;20;0.25;1;0.0;1.0;0;0;15.0;-;0;-;-;0;-;0
xerces;1.3.0;org.w3c.dom.DocumentFragment;0;1;0;0;0;0;0;0;0;2.0;0;0.0;0;0.0;0.0;0;0;0.0;2;1;30;1;2;-;0
xerces;1.3.0;org.w3c.dom.DOMException;1;4;0;0;2;0;0;0;1;2.0;24;0.0;0;1.0;1.0;0;0;7.0;2;1;104;1;2;-;0
xerces;1.3.0;org.apache.wml.WMLCardElement;14;1;0;2;14;91;1;1;14;2.0;14;0.0;0;0.0;0.5;0;0;0.0;0;0;-;1;0;-;0
xerces;1.3.0;org.apache.wml.dom.WMLStrongElementImpl;7;4;0;3;10;21;0;3;7;2.0;39;0.0;0;0.9318182;0.5714286;1;6;4.571429;0;0;-;1;0;-;0
xerces;1.3.0;org.xml.sax.Parser;7;1;0;0;7;21;0;0;7;2.0;7;0.0;0;0.0;0.25;0;0;0.0;0;0;-;1;0;-;0
xerces;1.3.0;org.apache.xerces.validators.datatype.URIReferenceDatatypeValidator;7;2;0;8;29;17;1;7;6;0.75;374;1.0;2;0.44444445;0.33333334;0;0;51.285713;2;1;208;1;0;-;0
xerces;1.3.0;org.xml.sax.Locator;4;1;0;0;4;6;0;0;4;2.0;4;0.0;0;0.0;1.0;0;0;0.0;0;0;-;1;0;-;0
xerces;1.3.0;org.apache.xerces.dom.ElementNSImpl;6;3;1;3;21;3;2;2;4;0.9;192;0.5;0;0.94736844;0.6111111;3;3;30.333334;2;1;68;1;1;-;1
xerces;1.3.0;org.xml.sax.helpers.XMLReaderAdapter;22;1;0;0;43;127;0;0;20;0.6984127;161;0.0;3;0.0;0.15034965;0;0;6.181818;0;0;-;1;0;-;0
xerces;1.3.0;org.apache.html.dom.HTMLUListElementImpl;5;4;0;2;10;10;0;2;5;2.0;28;0.0;0;0.9591837;0.45;0;0;4.6;2;1;2;1;0;-;0
xerces;1.3.0;org.apache.wml.WMLPElement;6;1;0;2;6;15;1;1;6;2.0;6;0.0;0;0.0;0.75;0;0;0.0;0;0;-;1;0;-;0
xerces;1.3.0;org.apache.xerces.validators.schema.SchemaMessageProvider;5;1;0;3;14;0;2;1;4;1.2034883;296;0.046511628;0;0.0;0.5;0;0;49.6;4;3;35;1;0;-;3
xerces;1.3.0;org.apache.html.dom.HTMLMetaElementImpl;9;4;0;2;12;36;0;2;9;2.0;50;0.0;0;0.92156863;0.5555556;0;0;4.5555553;2;1;2;1;0;-;0
xerces;1.3.0;org.apache.wml.dom.WMLBrElementImpl;7;4;0;3;10;21;0;3;7;2.0;39;0.0;0;0.9318182;0.5714286;1;6;4.571429;0;0;-;1;0;-;0
xerces;1.3.0;org.apache.wml.dom.WMLOptgroupElementImpl;9;4;0;3;12;36;0;3;9;2.0;50;0.0;0;0.9111111;0.5555556;1;6;4.5555553;0;0;-;1;0;-;0
xerces;1.3.0;org.apache.xerces.dom.DeepNodeListImpl;5;1;1;4;21;0;3;2;4;0.25;264;1.0;1;0.0;0.44;0;0;50.6;0;0;-;1;0;-;0
xerces;1.3.0;org.apache.xerces.jaxp.DocumentBuilderFactoryImpl;4;2;0;1;9;6;0;1;4;2.0;25;0.0;0;0.88461536;0.5833333;0;0;5.25;1;1;20;1;1;-;3
xerces;1.3.0;org.w3c.dom.EntityReference;0;1;0;0;0;0;0;0;0;2.0;0;0.0;0;0.0;0.0;0;0;0.0;2;1;41;1;2;-;0
xerces;1.3.0;org.apache.xml.serialize.XMLSerializer;12;2;0;6;75;16;2;4;9;2.0;994;0.0;0;0.875;0.25;2;7;81.833336;2;2;89;1;0;-;2
xerces;1.3.0;org.apache.wml.WMLMetaElement;10;1;0;2;10;45;1;1;10;2.0;10;0.0;0;0.0;0.5;0;0;0.0;0;0;-;1;0;-;0
xerces;1.3.0;org.apache.xerces.readers.XCatalog$Parser$Resolver;2;1;0;1;11;1;1;1;1;1.0;40;1.0;1;0.0;0.6666667;0;0;18.5;-;0;-;-;0;-;0
xerces;1.3.0;org.xml.sax.SAXException;6;3;3;0;10;0;0;0;6;0.0;54;1.0;0;0.85;0.5555556;1;2;7.8333335;0;0;-;1;0;-;0
xerces;1.3.0;org.apache.wml.dom.WMLUElementImpl;7;4;0;3;10;21;0;3;7;2.0;39;0.0;0;0.9318182;0.5714286;1;6;4.571429;0;0;-;1;0;-;0
xerces;1.3.0;org.apache.xerces.validators.schema.TraverseSchema$Resolver;3;1;0;1;10;1;1;0;1;0.5;73;1.0;0;0.0;0.75;0;0;22.666666;-;0;-;-;0;-;0
xerces;1.3.0;org.apache.html.dom.HTMLOListElementImpl;7;4;0;2;14;21;0;2;7;2.0;42;0.0;0;0.94;0.34285715;0;0;5.0;2;1;2;1;0;-;0
xerces;1.3.0;org.apache.xerces.validators.common.XMLValidator$KeyRefValueStore;2;2;0;6;10;0;1;5;2;0.0;64;1.0;2;0.8888889;0.625;1;2;30.0;-;0;-;-;0;-;0
xerces;1.3.0;org.apache.xerces.dom.NotationImpl;7;2;1;4;12;15;3;2;7;0.9166667;80;0.75;0;0.88;0.52380955;1;4;9.857142;1;1;4;1;1;-;0
xerces;1.3.0;org.apache.xerces.readers.XMLEntityHandler$EntityReader;25;1;0;27;25;300;24;3;25;2.0;25;0.0;0;0.0;0.245;0;0;0.0;-;0;-;-;0;-;0
xerces;1.3.0;org.w3c.dom.Element;16;1;0;0;16;120;0;0;16;2.0;16;0.0;0;0.0;0.6458333;0;0;0.0;2;1;297;1;2;-;0
xerces;1.3.0;org.apache.xerces.validators.schema.identity.Field;6;1;0;13;9;0;9;7;6;0.6666667;42;1.0;3;0.0;0.33333334;0;0;5.5;2;1;212;0;0;-;1
xerces;1.3.0;org.w3c.dom.html.HTMLHeadElement;2;1;0;0;2;1;0;0;2;2.0;2;0.0;0;0.0;0.75;0;0;0.0;0;0;-;1;0;-;0
xerces;1.3.0;org.apache.xerces.utils.regex.RegularExpression;53;1;0;31;143;1146;12;20;20;0.90617716;6637;0.09090909;6;0.0;0.1923077;1;1;123.603775;0;0;-;1;0;-;0
xerces;1.3.0;org.apache.xerces.dom.DeferredEntityReferenceImpl;5;3;0;4;22;0;1;4;1;0.75;118;0.5;0;0.92156863;0.46666667;2;8;22.2;0;0;-;1;0;-;2
xerces;1.3.0;org.apache.xerces.utils.NamespacesScope;6;1;0;10;11;0;8;2;6;0.13333334;240;1.0;1;0.0;0.5;0;0;38.5;1;1;8;1;0;-;0
xerces;1.3.0;org.w3c.dom.html.HTMLUListElement;4;1;0;0;4;6;0;0;4;2.0;4;0.0;0;0.0;0.5;0;0;0.0;0;0;-;1;0;-;0
xerces;1.3.0;org.apache.wml.dom.WMLDocumentImpl;4;3;0;39;23;4;37;3;2;0.982906;580;0.051282052;0;0.9777778;0.5555556;1;1;134.25;1;1;2;1;0;-;0
xerces;1.3.0;org.apache.html.dom.HTMLFieldSetElementImpl;1;4;0;3;2;0;0;3;1;2.0;6;0.0;0;1.0;1.0;0;0;5.0;2;1;2;1;0;-;0
xerces;1.3.0;org.apache.xerces.validators.common.XMLValidator$5;4;1;0;2;5;0;1;2;3;0.6666667;24;1.0;1;0.0;0.5;0;0;4.5;-;0;-;-;0;-;0
xerces;1.3.0;org.apache.xerces.validators.schema.TraverseSchema$ComplexTypeRecoverableError;2;3;0;1;4;0;1;1;0;0.0;16;1.0;1;1.0;0.8333333;0;0;6.5;-;0;-;-;0;-;0
xerces;1.3.0;javax.xml.parsers.DocumentBuilderFactory;20;1;1;0;47;152;0;0;16;0.9157895;325;0.9;0;0.0;0.35526314;0;0;14.75;1;1;379;1;1;-;2
xerces;1.3.0;org.apache.xml.serialize.OutputFormat$Defaults;1;1;0;0;2;0;0;0;1;2.0;7;0.0;0;0.0;1.0;0;0;3.0;-;0;-;-;0;-;0
xerces;1.3.0;org.apache.wml.WMLAccessElement;4;1;0;2;4;6;1;1;4;2.0;4;0.0;0;0.0;0.75;0;0;0.0;0;0;-;1;0;-;0
xerces;1.3.0;org.apache.wml.dom.WMLMetaElementImpl;15;4;0;3;20;105;0;3;15;2.0;84;0.0;0;0.8541667;0.4;1;4;4.6;0;0;-;1;0;-;0
xerces;1.3.0;org.w3c.dom.traversal.TreeWalker;13;1;0;0;13;78;0;0;13;2.0;13;0.0;0;0.0;0.53846157;0;0;0.0;2;1;166;1;2;-;0
xerces;1.3.0;org.apache.html.dom.HTMLCollectionImpl;9;1;0;9;22;18;7;2;3;1.0288461;366;0.15384616;1;0.0;0.31746033;0;0;38.22222;2;1;2;1;0;-;0
xerces;1.3.0;org.apache.xerces.framework.XMLContentSpec;12;1;0;9;19;24;8;2;11;0.92424244;827;0.0;0;0.0;0.29166666;1;1;66.416664;1;1;6;1;0;-;0
xerces;1.3.0;org.apache.html.dom.HTMLDirectoryElementImpl;3;4;0;2;6;3;0;2;3;2.0;17;0.0;0;0.9791667;0.5;0;0;4.6666665;2;1;2;1;0;-;0
xerces;1.3.0;org.apache.xerces.dom.NodeImpl$LEntry;1;1;0;1;2;0;1;1;0;2.0;20;0.25;2;0.0;1.0;0;0;15.0;-;0;-;-;0;-;0
xerces;1.3.0;org.apache.xerces.validators.schema.identity.ValueStore;1;1;0;4;1;0;4;1;1;2.0;1;0.0;0;0.0;1.0;0;0;0.0;2;1;98;0;0;-;1
xerces;1.3.0;org.apache.xerces.readers.XMLEntityReader;9;1;6;10;12;0;6;4;5;0.65;183;1.0;3;0.0;0.46666667;0;0;18.222221;0;0;-;1;0;-;0
xerces;1.3.0;org.w3c.dom.html.HTMLFormElement;16;1;0;0;16;120;0;0;16;2.0;16;0.0;0;0.0;0.6875;0;0;0.0;0;0;-;1;0;-;0
xerces;1.3.0;org.apache.html.dom.CollectionIndex;4;1;0;1;5;0;1;0;0;0.0;28;1.0;0;0.0;0.625;0;0;5.75;0;0;-;1;0;-;0
xerces;1.3.0;org.apache.xerces.utils.regex.Op$ModifierOp;3;3;0;3;4;0;2;1;0;0.5;21;0.0;0;0.9230769;0.6666667;0;0;5.3333335;-;0;-;-;0;-;0
xerces;1.3.0;org.apache.wml.dom.WMLFieldsetElementImpl;9;4;0;3;12;36;0;3;9;2.0;50;0.0;0;0.9111111;0.5555556;1;6;4.5555553;0;0;-;1;0;-;0
xerces;1.3.0;org.apache.xerces.dom.CharacterDataImpl$1;3;1;0;1;4;3;1;0;2;2.0;10;0.0;0;0.0;0.6666667;0;0;2.3333333;-;0;-;-;0;-;0
xerces;1.3.0;org.apache.xerces.readers.DefaultEntityHandler$EntityPool;20;1;0;4;32;14;2;4;18;0.7518797;905;1.0;3;0.0;0.25555557;0;0;43.55;-;0;-;-;0;-;0
xerces;1.3.0;org.w3c.dom.html.HTMLParagraphElement;2;1;0;0;2;1;0;0;2;2.0;2;0.0;0;0.0;0.75;0;0;0.0;0;0;-;1;0;-;0
xerces;1.3.0;org.apache.html.dom.HTMLElementImpl;23;3;52;55;42;253;53;3;17;2.0;249;0.0;0;0.7659575;0.45652175;1;2;9.826087;1;1;0;1;0;-;0
xerces;1.3.0;org.w3c.dom.NamedNodeMap;8;1;0;0;8;28;0;0;8;2.0;8;0.0;0;0.0;0.46875;0;0;0.0;2;1;112;1;2;-;0
xerces;1.3.0;org.apache.xerces.validators.datatype.DatatypeValidatorFactoryImpl;10;1;0;24;47;19;4;20;7;0.73333335;875;0.6;0;0.0;0.25;0;0;86.0;8;2;641;1;0;-;5
xerces;1.3.0;org.xml.sax.helpers.DefaultHandler;18;1;0;0;19;153;0;0;18;2.0;40;0.0;0;0.0;0.2857143;0;0;1.2222222;0;0;-;1;0;-;0
xerces;1.3.0;org.w3c.dom.html.HTMLDocument;19;1;0;0;19;171;0;0;19;2.0;19;0.0;0;0.0;0.4385965;0;0;0.0;0;0;-;1;0;-;0
