Project;Version;Class;wmc;dit;noc;cbo;rfc;lcom;ca;ce;npm;lcom3;loc;dam;moa;mfa;cam;ic;cbm;amc;nr;ndc;nml;isOld;ndpv;ner;bugs
xalan;2.4.0;org.apache.xalan.serialize.ElemDesc;4;1;0;2;8;0;1;1;0;1.2692307;80;0.0;1;0.0;0.8333333;0;0;12.5;-;-;-;-;-;-;0
xalan;2.4.0;org.apache.xml.dtm.ref.DTMDefaultBaseTraversers$PrecedingAndAncestorTraverser;4;2;0;5;9;0;1;5;2;0.0;83;1.0;1;0.6666667;0.5625;1;1;19.5;-;-;-;-;-;-;0
xalan;2.4.0;org.apache.xalan.xsltc.compiler.AttributeSet;8;3;0;26;54;6;3;25;7;0.8095238;279;1.0;3;0.8955224;0.3;2;5;33.125;-;-;-;-;-;-;0
xalan;2.4.0;org.apache.xpath.operations.Bool;3;3;0;6;7;3;1;5;3;2.0;24;0.0;0;0.95238096;0.5555556;1;1;7.0;-;-;-;-;-;-;0
xalan;2.4.0;org.apache.xpath.Expression;32;1;6;106;57;466;98;11;31;0.8064516;276;1.0;1;0.0;0.16346154;0;0;7.59375;-;-;-;-;-;-;0
xalan;2.4.0;org.apache.xalan.xsltc.compiler.IdKeyPattern;9;5;2;28;26;22;3;26;9;0.75;158;1.0;1;0.92523366;0.25925925;3;4;16.222221;-;-;-;-;-;-;0
xalan;2.4.0;org.apache.xpath.operations.Minus;3;3;0;7;7;3;2;5;3;2.0;25;0.0;0;0.95348835;0.5555556;1;1;7.3333335;-;-;-;-;-;-;0
xalan;2.4.0;org.apache.xalan.xsltc.compiler.SimpleAttributeValue;5;4;0;14;10;4;1;14;4;0.5;38;1.0;0;0.94736844;0.36;2;8;6.4;-;-;-;-;-;-;0
xalan;2.4.0;org.apache.xalan.xsltc.trax.TrAXFilter;6;2;0;4;25;13;2;2;5;0.9;104;1.0;1;0.8717949;0.30555555;1;1;16.0;-;-;-;-;-;-;0
xalan;2.4.0;org.apache.xalan.templates.StylesheetRoot;50;5;0;59;120;1069;51;25;34;0.9399093;990;0.9444444;11;0.85365856;0.07913043;3;6;18.44;-;-;-;-;-;-;0
xalan;2.4.0;org.apache.xalan.xsltc.dom.ExtendedSAX;1;1;0;2;1;0;2;0;1;2.0;1;0.0;0;0.0;1.0;0;0;0.0;-;-;-;-;-;-;0
xalan;2.4.0;org.apache.xpath.functions.FuncTranslate;2;6;0;7;12;1;0;7;2;2.0;70;0.0;0;0.9846154;0.75;1;6;34.0;-;-;-;-;-;-;0
xalan;2.4.0;org.apache.xalan.extensions.ExpressionVisitor;2;2;0;7;6;0;1;6;2;0.0;23;1.0;1;0.9230769;0.625;0;0;10.0;-;-;-;-;-;-;0
xalan;2.4.0;org.apache.xalan.templates.StylesheetComposed;11;4;1;17;43;39;11;10;9;0.8;333;1.0;0;0.96428573;0.3090909;1;2;28.90909;-;-;-;-;-;-;0
xalan;2.4.0;org.apache.xalan.xsltc.StripFilter;1;1;0;5;1;0;5;1;1;2.0;1;0.0;0;0.0;1.0;0;0;0.0;-;-;-;-;-;-;0
xalan;2.4.0;org.apache.xalan.xsltc.cmdline.getopt.GetOpt$Option;5;1;0;1;6;0;1;1;5;0.6666667;37;1.0;1;0.0;0.4;0;0;5.8;-;-;-;-;-;-;0
xalan;2.4.0;org.apache.xalan.extensions.MethodResolver$ConversionInfo;1;1;0;1;2;0;1;0;0;2.0;12;0.0;0;0.0;1.0;0;0;9.0;-;-;-;-;-;-;0
xalan;2.4.0;org.apache.xalan.processor.ProcessorExsltFuncResult;2;5;0;8;8;1;1;7;2;2.0;57;0.0;0;0.9953271;0.625;1;1;27.5;-;-;-;-;-;-;0
xalan;2.4.0;org.apache.xalan.xsltc.util.IntegerArray;19;1;0;4;25;0;4;0;18;0.5138889;256;1.0;0;0.0;0.39473686;0;0;12.263158;-;-;-;-;-;-;1
xalan;2.4.0;org.apache.xpath.functions.Function3Args$Arg2Owner;3;1;0;4;5;0;1;4;2;0.0;23;1.0;1;0.0;0.5555556;0;0;6.3333335;-;-;-;-;-;-;0
xalan;2.4.0;org.apache.xpath.axes.MatchPatternIterator;5;5;0;13;23;4;1;13;3;0.75;251;1.0;2;0.96899223;0.44;1;5;48.4;-;-;-;-;-;-;1
xalan;2.4.0;org.apache.xalan.xsltc.compiler.util.VoidType;8;2;0;14;19;28;1;14;7;2.0;82;0.0;0;0.825;0.375;2;3;9.25;-;-;-;-;-;-;0
xalan;2.4.0;org.apache.xalan.xsltc.compiler.util.NumberType;3;2;2;5;4;3;4;1;3;2.0;10;0.0;0;0.94285715;1.0;0;0;2.3333333;-;-;-;-;-;-;0
xalan;2.4.0;org.apache.xml.dtm.ref.DTMDefaultBaseIterators$TypedFollowingSiblingIterator;2;4;0;4;5;0;1;4;2;0.0;31;1.0;1;0.9444444;0.6666667;1;1;13.5;-;-;-;-;-;-;0
xalan;2.4.0;org.apache.xml.utils.StringBufferPool;5;1;0;6;13;4;4;2;3;0.75;44;0.5;1;0.0;0.25;0;0;7.4;-;-;-;-;-;-;0
xalan;2.4.0;org.apache.xalan.trace.GenerateEvent;5;1;0;5;6;0;4;1;5;1.0;92;0.0;1;0.0;0.6666667;0;0;13.8;-;-;-;-;-;-;0
xalan;2.4.0;org.apache.xml.utils.res.XResources_ja_JP_A;3;4;0;1;4;1;0;1;2;0.5;599;0.0;0;0.97619045;1.0;0;0;198.33333;-;-;-;-;-;-;0
xalan;2.4.0;org.apache.xalan.extensions.ExtensionHandlerJava;3;2;2;3;7;0;2;1;2;0.5;32;1.0;0;0.75;0.6666667;0;0;9.0;-;-;-;-;-;-;0
xalan;2.4.0;org.apache.xml.dtm.ref.DTMNodeIterator;9;1;0;11;19;0;7;4;9;0.5;101;1.0;1;0.0;0.5555556;0;0;10.0;-;-;-;-;-;-;0
xalan;2.4.0;org.apache.xpath.compiler.OpMap;21;1;1;12;29;76;11;1;20;0.85833335;409;0.16666667;0;0.0;0.4047619;0;0;18.190475;-;-;-;-;-;-;1
xalan;2.4.0;org.apache.xalan.templates.ElemExsltFunction;7;4;0;18;28;15;4;14;6;0.5;166;1.0;0;0.97309417;0.31428573;4;7;22.571428;-;-;-;-;-;-;1
xalan;2.4.0;org.apache.xalan.processor.XSLTElementDef;37;1;1;8;57;440;6;4;0;0.79320985;804;0.7222222;3;0.0;0.2891892;0;0;20.243244;-;-;-;-;-;-;1
xalan;2.4.0;org.apache.xalan.xsltc.trax.TemplatesHandlerImpl;8;2;0;9;39;10;1;9;7;0.71428573;180;1.0;1;0.91566265;0.26785713;1;1;21.0;-;-;-;-;-;-;0
xalan;2.4.0;org.apache.xml.dtm.ref.IncrementalSAXSource_Filter;42;1;0;10;89;335;6;5;39;0.66791743;875;0.9230769;1;0.0;0.12539683;0;0;19.52381;-;-;-;-;-;-;0
xalan;2.4.0;org.apache.xalan.xsltc.compiler.ParentLocationPath;11;4;0;23;38;0;2;22;11;0.64;380;1.0;3;0.8795181;0.20454545;2;7;33.090908;-;-;-;-;-;-;0
xalan;2.4.0;org.apache.xalan.xsltc.compiler.StartsWithCall;3;4;0;18;17;0;0;18;3;0.0;108;1.0;2;0.97959185;0.44444445;3;14;34.333332;-;-;-;-;-;-;0
xalan;2.4.0;org.apache.xalan.xsltc.runtime.SAXAdapter;26;1;0;8;42;243;1;7;25;0.6933333;205;1.0;2;0.0;0.25824177;0;0;6.769231;-;-;-;-;-;-;1
xalan;2.4.0;org.apache.xalan.templates.ElemApplyTemplates;9;5;0;21;84;20;1;21;9;0.6875;586;1.0;1;0.96581197;0.31111112;5;10;63.88889;-;-;-;-;-;-;1
xalan;2.4.0;org.apache.xalan.xsltc.compiler.FlowList;7;1;0;29;17;0;26;3;7;0.0;155;1.0;0;0.0;0.4642857;0;0;21.0;-;-;-;-;-;-;0
xalan;2.4.0;org.apache.xml.utils.QName;28;1;0;54;49;268;50;4;28;0.56296295;732;0.8;0;0.0;0.2857143;1;1;24.964285;-;-;-;-;-;-;0
xalan;2.4.0;org.apache.xalan.xsltc.dom.DOMImpl$AncestorIterator;10;2;1;6;19;15;2;5;8;0.5555556;162;1.0;1;0.5555556;0.35;1;6;14.9;-;-;-;-;-;-;0
xalan;2.4.0;org.apache.xalan.xsltc.compiler.util.BooleanType;20;2;0;52;51;190;17;39;19;2.0;288;0.0;0;0.63461536;0.245;1;2;13.4;-;-;-;-;-;-;0
xalan;2.4.0;org.apache.xml.utils.synthetic.JavaUtils;5;1;0;0;18;4;0;0;3;0.625;157;1.0;0;0.0;0.25;0;0;30.0;-;-;-;-;-;-;0
xalan;2.4.0;org.apache.xalan.xsltc.dom.DOMImpl$NodeValueIterator;9;2;0;4;26;0;1;4;9;0.76785713;149;1.0;2;0.5555556;0.2962963;1;5;14.777778;-;-;-;-;-;-;0
xalan;2.4.0;org.apache.xalan.templates.ElemSort;15;3;0;7;26;53;2;5;15;0.78571427;164;1.0;5;0.93333334;0.29333332;2;5;9.6;-;-;-;-;-;-;0
xalan;2.4.0;org.apache.xpath.functions.FuncBoolean;2;4;0;5;5;1;0;5;2;2.0;15;0.0;0;0.97959185;0.75;1;6;6.5;-;-;-;-;-;-;0
xalan;2.4.0;org.apache.xalan.xsltc.compiler.ValueOf;5;3;0;24;32;0;1;23;4;0.375;177;1.0;1;0.93333334;0.33333334;2;5;34.0;-;-;-;-;-;-;0
xalan;2.4.0;org.apache.xalan.xpath.XPathSupport;0;1;0;5;0;0;5;0;0;2.0;0;0.0;0;0.0;0.0;0;0;0.0;-;-;-;-;-;-;0
xalan;2.4.0;org.apache.xml.dtm.ref.DTMDocumentImpl;110;1;0;13;149;5191;0;13;96;0.94380736;1853;0.6666667;8;0.0;0.11983945;0;0;15.627273;-;-;-;-;-;-;0
xalan;2.4.0;org.apache.xml.dtm.ref.DTMDefaultBaseIterators$TypedPrecedingSiblingIterator;2;4;0;4;5;0;1;4;2;0.0;31;1.0;1;0.94736844;0.6666667;1;1;13.5;-;-;-;-;-;-;0
xalan;2.4.0;org.apache.xalan.xsltc.compiler.AbsoluteLocationPath;7;3;0;22;28;0;1;21;7;0.0;143;1.0;1;0.93421054;0.2857143;2;7;19.285715;-;-;-;-;-;-;0
xalan;2.4.0;org.apache.xalan.xsltc.compiler.Expression;18;2;21;101;43;115;79;24;17;0.8382353;238;1.0;3;0.7605634;0.2857143;1;2;12.0;-;-;-;-;-;-;0
xalan;2.4.0;org.apache.xalan.templates.XUnresolvedVariable;6;3;0;7;23;9;1;7;6;0.8333333;134;1.0;1;0.93421054;0.3611111;2;12;20.333334;-;-;-;-;-;-;0
xalan;2.4.0;org.w3c.dom.xpath.XPathNSResolver;1;1;0;0;1;0;0;0;1;2.0;1;0.0;0;0.0;1.0;0;0;0.0;-;-;-;-;-;-;0
xalan;2.4.0;org.apache.xml.utils.XMLStringFactory;5;1;1;17;6;10;15;2;5;2.0;8;0.0;0;0.0;0.4;0;0;0.6;-;-;-;-;-;-;0
xalan;2.4.0;org.apache.xml.utils.synthetic.reflection.EntryPoint;22;1;2;6;49;71;4;5;20;0.7063492;827;0.8333333;4;0.0;0.27272728;1;1;36.045456;-;-;-;-;-;-;0
xalan;2.4.0;org.apache.xalan.xsltc.compiler.Instruction;3;2;26;37;9;3;29;8;2;2.0;24;0.0;0;0.96428573;0.5;1;2;7.0;-;-;-;-;-;-;0
xalan;2.4.0;org.apache.xalan.templates.ElemComment;5;3;0;4;17;10;0;4;5;2.0;74;0.0;0;0.98;0.46666667;2;5;13.8;-;-;-;-;-;-;0
xalan;2.4.0;org.apache.xml.dtm.ref.DTMStringPool;5;1;2;6;24;0;5;1;5;0.6;419;0.0;1;0.0;0.35;0;0;81.8;-;-;-;-;-;-;0
xalan;2.4.0;org.apache.xalan.xsltc.runtime.MessageHandler;2;1;0;1;4;1;1;0;2;2.0;9;0.0;0;0.0;0.75;0;0;3.5;-;-;-;-;-;-;0
xalan;2.4.0;org.apache.xalan.xpath.XNodeSet$NodeIteratorWrapper;4;3;0;3;10;0;0;3;3;0.33333334;66;1.0;1;0.9625;0.625;1;2;14.75;-;-;-;-;-;-;0
xalan;2.4.0;org.apache.xalan.templates.ElemLiteralResult;32;4;2;17;84;354;6;12;28;0.8817204;657;1.0;2;0.8669528;0.18055555;3;19;19.25;-;-;-;-;-;-;0
xalan;2.4.0;org.apache.xalan.transformer.TransformSnapshotImpl;2;1;0;13;34;0;1;13;0;0.06666667;283;0.8666667;6;0.0;1.0;0;0;133.0;-;-;-;-;-;-;1
xalan;2.4.0;org.apache.xalan.xsltc.compiler.LastCall;5;4;0;19;22;4;1;19;5;0.5;225;1.0;0;0.969697;0.4;2;4;43.8;-;-;-;-;-;-;0
xalan;2.4.0;org.apache.xalan.xsltc.compiler.NamespaceUriCall;3;5;0;11;11;3;0;11;3;2.0;37;0.0;0;0.99;0.53333336;3;5;11.333333;-;-;-;-;-;-;0
xalan;2.4.0;org.apache.xalan.xsltc.dom.DOMBuilder;0;1;0;11;0;0;10;1;0;2.0;0;0.0;0;0.0;0.0;0;0;0.0;-;-;-;-;-;-;0
xalan;2.4.0;org.apache.xalan.serialize.WriterToUTF8Buffered;11;2;0;2;20;0;1;1;9;0.2;632;1.0;0;0.59090906;0.38181818;1;2;56.18182;-;-;-;-;-;-;0
xalan;2.4.0;org.apache.xpath.XPathContext$XPathExpressionContext;8;1;0;13;20;0;3;11;8;0.0;83;1.0;1;0.0;0.375;0;0;9.25;-;-;-;-;-;-;0
xalan;2.4.0;org.apache.xalan.transformer.KeyManager;2;1;0;10;14;0;2;8;2;0.0;104;1.0;0;0.0;0.5833333;0;0;50.5;-;-;-;-;-;-;0
xalan;2.4.0;org.apache.xalan.xsltc.compiler.AlternativePattern;8;4;0;18;27;0;1;17;8;0.14285715;135;1.0;2;0.9255319;0.27083334;2;3;15.625;-;-;-;-;-;-;0
xalan;2.4.0;org.apache.xalan.xsltc.compiler.Sort;19;3;0;64;101;119;2;64;13;0.85;1465;0.8;4;0.7567568;0.23923445;1;3;75.57895;-;-;-;-;-;-;0
xalan;2.4.0;org.apache.xalan.extensions.ExtensionHandlerJavaClass;6;3;0;9;37;0;0;9;5;0.76;505;0.4;0;0.61538464;0.375;2;6;82.333336;-;-;-;-;-;-;2
xalan;2.4.0;org.apache.xpath.compiler.PsuedoNames;1;1;0;0;2;0;0;0;1;2.0;10;0.0;0;0.0;1.0;0;0;3.0;-;-;-;-;-;-;0
xalan;2.4.0;org.apache.xalan.res.XSLMessages;15;1;0;92;33;69;90;2;13;0.8367347;442;1.0;0;0.0;0.33333334;0;0;28.0;-;-;-;-;-;-;0
xalan;2.4.0;org.apache.xalan.xpath.XRTreeFrag;9;2;0;4;22;0;0;4;9;0.5;67;0.0;2;0.71428573;0.4074074;1;1;6.2222223;-;-;-;-;-;-;0
xalan;2.4.0;org.apache.xalan.xsltc.compiler.EqualityExpr;12;3;0;40;49;0;1;39;11;0.33333334;836;1.0;2;0.86585367;0.23809524;2;8;68.416664;-;-;-;-;-;-;0
xalan;2.4.0;org.apache.xalan.xsltc.dom.UnionIterator$LookAheadIterator;4;1;0;2;8;0;1;1;4;0.33333334;37;0.0;1;0.0;0.625;0;0;7.5;-;-;-;-;-;-;0
xalan;2.4.0;org.apache.xpath.axes.UnionPathIterator$iterOwner;3;1;0;9;10;0;1;9;2;0.0;68;0.5;1;0.0;0.5;0;0;21.0;-;-;-;-;-;-;0
xalan;2.4.0;org.apache.xalan.templates.ElemUnknown;2;5;0;2;3;1;0;2;2;2.0;6;0.0;0;0.99583334;0.75;1;1;2.0;-;-;-;-;-;-;0
xalan;2.4.0;org.apache.xalan.extensions.MethodResolver;13;1;0;11;70;66;2;9;6;0.95289856;1997;0.04347826;7;0.0;0.26666668;0;0;150.84616;-;-;-;-;-;-;1
xalan;2.4.0;org.apache.xml.utils.CharKey;5;1;0;1;6;0;1;0;5;0.25;32;1.0;0;0.0;0.53333336;1;1;5.2;-;-;-;-;-;-;0
xalan;2.4.0;org.apache.xpath.objects.XRTreeFragSelectWrapper;10;4;0;8;23;25;1;7;10;0.5555556;86;0.0;1;0.9052632;0.28;3;22;7.5;-;-;-;-;-;-;2
xalan;2.4.0;org.apache.xalan.xsltc.dom.DOMImpl$TypedChildrenIterator;7;2;0;5;19;0;2;4;7;0.3888889;138;1.0;1;0.625;0.47619048;1;6;18.285715;-;-;-;-;-;-;0
xalan;2.4.0;org.apache.xalan.xsltc.compiler.IntExpr;4;3;0;13;14;0;0;13;4;0.33333334;44;1.0;0;0.9594595;0.4;2;7;9.75;-;-;-;-;-;-;0
xalan;2.4.0;org.apache.xml.utils.synthetic.reflection.Member;4;1;0;6;4;6;4;2;4;2.0;4;0.0;0;0.0;0.5;0;0;0.0;-;-;-;-;-;-;0
xalan;2.4.0;org.apache.xalan.xslt.XSLProcessorException;3;4;0;2;6;0;1;1;3;0.0;48;1.0;0;1.0;0.7777778;0;0;14.666667;-;-;-;-;-;-;0
xalan;2.4.0;org.apache.xalan.xsltc.dom.DupFilterIterator;8;2;0;4;14;0;1;3;8;0.62857145;212;1.0;1;0.5882353;0.41666666;1;5;24.875;-;-;-;-;-;-;0
xalan;2.4.0;org.apache.xalan.xsltc.runtime.Attributes;7;1;0;1;8;21;0;1;7;1.0;30;1.0;1;0.0;0.5;0;0;3.0;-;-;-;-;-;-;0
xalan;2.4.0;org.apache.xpath.XPathProcessorException;2;5;0;4;4;1;3;1;2;2.0;11;0.0;0;1.0;0.8333333;0;0;4.5;-;-;-;-;-;-;0
xalan;2.4.0;org.apache.xalan.xsltc.cmdline.getopt.GetOpt;5;1;0;5;33;0;3;4;5;0.65;328;1.0;2;0.0;0.46666667;0;0;63.6;-;-;-;-;-;-;0
xalan;2.4.0;org.apache.xalan.xsltc.compiler.SymbolTable;25;1;0;91;47;214;88;10;24;0.89166665;494;1.0;1;0.0;0.18545455;0;0;18.36;-;-;-;-;-;-;0
xalan;2.4.0;org.apache.xml.utils.synthetic.TestDriver;7;1;0;6;31;15;1;6;4;0.8333333;189;0.5;0;0.0;0.23333333;0;0;25.714285;-;-;-;-;-;-;0
xalan;2.4.0;org.apache.xml.utils.StringToStringTableVector;10;1;0;1;14;0;0;1;10;0.4722222;180;1.0;1;0.0;0.4;0;0;16.6;-;-;-;-;-;-;0
xalan;2.4.0;org.apache.xpath.objects.XString;49;3;2;43;100;1176;34;12;46;1.0;743;0.0;1;0.60683763;0.12222222;3;21;14.142858;-;-;-;-;-;-;0
xalan;2.4.0;org.apache.xalan.xslt.StylesheetHandler;2;2;0;7;9;1;0;7;2;2.0;39;0.0;0;1.0;0.75;0;0;18.5;-;-;-;-;-;-;0
xalan;2.4.0;org.apache.xalan.xsltc.trax.XSLTCSource;10;1;0;5;33;0;1;4;8;0.4722222;182;1.0;2;0.0;0.4;0;0;16.8;-;-;-;-;-;-;0
xalan;2.4.0;org.apache.xalan.xsltc.compiler.Template;22;3;0;28;72;121;10;22;21;0.85238093;485;1.0;4;0.7407407;0.14049587;2;7;20.59091;-;-;-;-;-;-;0
xalan;2.4.0;org.apache.xalan.xsltc.compiler.SyntaxTreeNode;52;1;5;111;110;942;87;36;10;0.9117647;942;1.0;6;0.0;0.16399287;0;0;16.884615;-;-;-;-;-;-;0
xalan;2.4.0;org.apache.xalan.transformer.KeyIterator;4;8;0;10;15;2;2;8;3;0.33333334;97;1.0;1;0.9785714;0.4375;2;2;22.75;-;-;-;-;-;-;0
xalan;2.4.0;org.apache.xpath.compiler.XPathParser;58;1;0;13;88;0;4;10;5;0.67942584;3479;0.45454547;2;0.0;0.1637931;0;0;58.793102;-;-;-;-;-;-;1
xalan;2.4.0;org.apache.xalan.templates.Stylesheet;74;3;2;48;113;2539;38;17;70;0.9660512;1136;0.9130435;4;0.7286245;0.07344301;3;19;14.040541;-;-;-;-;-;-;0
xalan;2.4.0;org.apache.xalan.xsltc.compiler.Comment;4;3;0;19;20;6;0;19;3;2.0;92;0.0;0;0.9491525;0.4;1;3;22.0;-;-;-;-;-;-;0
xalan;2.4.0;org.apache.xpath.axes.FilterExprIteratorSimple$filterExprOwner;3;1;0;4;7;0;1;4;2;0.0;24;1.0;1;0.0;0.5555556;0;0;6.6666665;-;-;-;-;-;-;0
xalan;2.4.0;org.w3c.dom.xpath.XPathNamespace;1;1;0;0;1;0;0;0;1;2.0;2;0.0;0;0.0;1.0;0;0;0.0;-;-;-;-;-;-;0
xalan;2.4.0;org.apache.xalan.xsltc.runtime.output.OutputBase;32;1;2;12;54;470;7;5;23;0.9560117;371;1.0;2;0.0;0.28645834;0;0;10.25;-;-;-;-;-;-;1
xalan;2.4.0;org.apache.xalan.templates.VarNameCollector;5;2;0;5;12;0;1;4;4;0.0;34;0.0;0;0.75;0.4;0;0;5.6;-;-;-;-;-;-;0
xalan;2.4.0;org.apache.xml.dtm.ref.DTMDefaultBaseIterators$AncestorIterator;9;3;1;10;20;22;2;9;7;0.71875;166;0.25;2;0.6818182;0.3611111;2;7;17.0;-;-;-;-;-;-;0
xalan;2.4.0;org.apache.xml.dtm.ref.DTMDefaultBaseIterators$TypedChildrenIterator;3;3;0;6;9;1;1;6;3;0.5;71;1.0;1;0.88235295;0.6666667;2;4;22.0;-;-;-;-;-;-;0
xalan;2.4.0;org.apache.xpath.objects.XNull;8;5;0;5;10;28;2;3;8;2.0;31;0.0;0;0.951049;0.41666666;3;19;2.875;-;-;-;-;-;-;0
xalan;2.4.0;org.apache.xalan.xsltc.dom.MatchingIterator;10;2;0;3;22;0;0;3;10;0.6666667;121;1.0;1;0.5263158;0.35;1;5;10.7;-;-;-;-;-;-;0
xalan;2.4.0;org.apache.xpath.operations.Variable;16;2;1;25;51;50;7;19;16;0.74666667;356;0.8;1;0.6666667;0.1875;2;9;20.9375;-;-;-;-;-;-;0
xalan;2.4.0;org.apache.xalan.xsltc.compiler.ConcatCall;3;4;0;22;22;3;0;22;3;2.0;131;0.0;0;0.97959185;0.44444445;3;14;42.666668;-;-;-;-;-;-;0
xalan;2.4.0;org.apache.xml.utils.StringToStringTable;11;1;0;1;15;0;1;0;11;0.45;286;1.0;0;0.0;0.6060606;0;0;24.636364;-;-;-;-;-;-;0
xalan;2.4.0;org.apache.xalan.processor.ProcessorExsltFunction;6;5;0;16;27;15;1;15;4;2.0;193;0.0;0;0.9770642;0.53333336;2;4;31.166666;-;-;-;-;-;-;2
xalan;2.4.0;org.apache.xml.utils.URI$MalformedURIException;2;4;0;2;4;1;2;0;2;2.0;9;0.0;0;1.0;0.75;0;0;3.5;-;-;-;-;-;-;0
xalan;2.4.0;org.apache.xpath.functions.Function;9;2;7;21;15;36;15;8;8;2.0;51;0.0;0;0.7894737;0.2857143;1;7;4.6666665;-;-;-;-;-;-;0
xalan;2.4.0;org.apache.xpath.axes.FilterExprWalker$filterExprOwner;3;1;0;4;7;0;1;4;2;0.0;24;1.0;1;0.0;0.5555556;0;0;6.6666665;-;-;-;-;-;-;0
xalan;2.4.0;org.apache.xalan.xsltc.trax.SAX2DOM;21;1;0;2;51;134;1;1;21;0.71666664;292;1.0;0;0.0;0.26530612;0;0;12.761905;-;-;-;-;-;-;1
xalan;2.4.0;org.apache.xalan.transformer.SerializerSwitcher;4;1;0;6;23;6;2;4;3;2.0;157;0.0;0;0.0;0.4;0;0;38.25;-;-;-;-;-;-;0
xalan;2.4.0;org.apache.xml.utils.ElemDesc;4;1;0;0;10;0;0;0;0;1.2666667;90;0.0;0;0.0;0.8333333;0;0;15.25;-;-;-;-;-;-;0
xalan;2.4.0;org.apache.xpath.operations.Or;3;3;0;6;7;3;1;5;3;2.0;42;0.0;0;0.95348835;0.8333333;1;6;13.0;-;-;-;-;-;-;0
xalan;2.4.0;org.w3c.dom.xpath.XPathExpression;1;1;0;0;1;0;0;0;1;2.0;1;0.0;0;0.0;1.0;0;0;0.0;-;-;-;-;-;-;0
xalan;2.4.0;org.apache.xalan.xsltc.DOMCache;1;1;0;6;1;0;4;2;1;2.0;1;0.0;0;0.0;1.0;0;0;0.0;-;-;-;-;-;-;0
xalan;2.4.0;org.apache.xml.dtm.ref.DTMDefaultBaseIterators$ParentIterator;5;3;0;6;10;0;1;6;3;0.25;72;1.0;1;0.8333333;0.5;2;4;13.0;-;-;-;-;-;-;0
xalan;2.4.0;org.apache.xalan.templates.ElemVariablePsuedo;3;4;0;8;9;1;1;7;3;0.5;26;0.0;1;0.99086756;0.5555556;0;0;7.3333335;-;-;-;-;-;-;0
xalan;2.4.0;org.apache.xalan.xsltc.trax.SAX2TO$Pair;1;1;0;1;2;0;1;0;1;2.0;12;0.0;0;0.0;1.0;0;0;9.0;-;-;-;-;-;-;0
